street_id,street_name
967,Rolnicza
968,Pszenna
969,Widokowa
970,Krzywa
971,Makowa
972,Paderewskiego
973,Willowa
974,Brzozowa
975,Piwna
976,£abÍdzia
977,Porzeczkowa
978,Brzozowa
979,Sikorskiego
980,Bankowa
981,Szkolna
982,Tulipanowa
983,Torowa
984,Mokra
985,Witosa
986,Pi≥sudskiego
987,PÛ≥nocna
988,Maja
989,Narutowicza
990,Zacisze
991,Piekarska
992,Daleka
993,Chopina
994,Rzemieúlnicza
995,KusociÒskiego
996,Kolonia
997,Rejtana
998,Wyzwolenia
999,Miarki
1000,Wyzwolenia
1001,Sk≥odowskiej-Curie
1002,Wiejska
1003,Lisia
1004,Chabrowa
1005,WrÛblewskiego
1006,Dolna
1007,Rycerska
1008,Lazurowa
1009,Paderewskiego
1010,Wiklinowa
1011,Drzyma≥y
1012,Reymonta
1013,Krokusowa
1014,Srebrna
1015,Jadwigi
1016,PÛ≥nocna
1017,ålπska
1018,M≥ynarska
1019,Makowa
1020,Jasna
1021,BorÛwkowa
1022,CzÍstochowska
1023,Wolnoúci
1024,ZwyciÍstwa
1025,Kielecka
1026,Morcinka
1027,Matejki
1028,OdrzaÒska
1029,W≥adys≥awa Jagie≥≥y
1030,OkrÍøna
1031,Torowa
1032,£anowa
1033,JaskÛ≥cza
1034,WyspiaÒskiego
1035,Wschodnia
1036,BorÛwkowa
1037,Orzechowa
1038,Pocztowa
1039,Wschodnia
1040,Nieca≥a
1041,Solidarnosci
1042,Zdrojowa
1043,ZwyciÍstwa
1044,Radosna
1045,Na≥kowskiej
1046,Ciasna
1047,èrÛdlana
1048,Kruczkowskiego
1049,Podleúna
1050,Sosnowa
1051,Witosa
1052,Myúliwska
1053,Dobra
1054,Rataja
1055,Jesionowa
1056,Willowa
1057,WyspiaÒskiego
1058,Zielna
1059,Bukowa
1060,Pogodna
1061,Majowa
1062,Wiejska
1063,Wiúlana
1064,Klonowa
1065,Spokojna
1066,Rataja
1067,Szafirowa
1068,Lotnicza
1069,Miarki
1070,Sadowa
1071,Sokola
1072,Krucza
1073,Øwirowa
1074,Wieniawskiego
1075,Podleúna
1076,Letnia
1077,Lazurowa
1078,Stawowa
1079,Staszica
1080,Wa≥owa
1081,åwierczewskiego
1082,Morska
1083,Torowa
1084,Grabowa
1085,Drzyma≥y
1086,Morelowa
1087,Poziomkowa
1088,KsiÍøycowa
1089,Kolejowa
1090,Cedrowa
1091,Mieszka I
1092,Cegielniana
1093,Grunwaldzka
1094,Bydgoska
1095,Dojazdowa
1096,Kielecka
1097,Makowa
1098,Niepodleg≥oúci
1099,SybirakÛw
1100,Niepodleg≥oúci
1101,Broniewskiego
1102,Lelewela
1103,Jod≥owa
1104,Wiejska
1105,Maja
1106,Cmentarna
1107,Krakowska
1108,Kamienna
1109,Lipowa
1110,PowstaÒcÛw
1111,Ceglana
1112,èrÛdlana
1113,Krokusowa
1114,Ceglana
1115,Go≥Íbia
1116,Rynek
1117,Swierkowa
1118,Majowa
1119,Krasickiego
1120,Dworska
1121,Gajowa
1122,Konwaliowa
1123,Storczykowa
1124,PowstaÒcÛw
1125,Sadowa
1126,Sienkiewicza
1127,Wπska
1128,Makowa
1129,PowstaÒcÛw Wielkopolskich
1130,WaryÒskiego
1131,PowstaÒcÛw
1132,Zielona
1133,Stolarska
1134,S≥oneczna
1135,Morelowa
1136,åciegiennego
1137,Kwiatowa
1138,ålπska
1139,BorÛwkowa
1140,Grabowa
1141,Wilcza
1142,Zboøowa
1143,Promienna
1144,S≥onecznikowa
1145,Cmentarna
1146,TÍczowa
1147,Lwowska
1148,KosynierÛw
1149,Porzeczkowa
1150,Gajowa
1151,Norwida
1152,PartyzantÛw
1153,Staszica
1154,Dworcowa
1155,£abÍdzia
1156,JaskÛ≥cza
1157,Stycznia
1158,KrÛlewska
1159,Boles≥awa Chrobrego
1160,Drzyma≥y
1161,SzczÍúliwa
1162,Pszenna
1163,Na≥kowskiej
1164,Czereúniowa
1165,Podleúna
1166,Rzeczna
1167,Listopada
1168,Kamienna
1169,Wysoka
1170,Brzoskwiniowa
1171,G≥owackiego
1172,Mi≥a
1173,Jaúminowa
1174,KosynierÛw
1175,Urocza
1176,Ba≥tycka
1177,Wschodnia
1178,Podmiejska
1179,Plaøowa
1180,Wojska Polskiego
1181,Konarskiego
1182,Podwale
1183,Kaszubska
1184,Zakole
1185,WspÛlna
1186,Drzyma≥y
1187,Maja
1188,Letniskowa
1189,Spokojna
1190,Hallera
1191,Sokola
1192,Sportowa
1193,Mazurska
1194,Floriana
1195,Rycerska
1196,Armii Krajowej
1197,Zamkowa
1198,Rolnicza
1199,KrÛtka
1200,Starowiejska
1201,Wroc≥awska
1202,Skargi
1203,Popie≥uszki
1204,Leúna
1205,Widok
1206,G≥owackiego
1207,Maja
1208,Pocztowa
1209,Lisia
1210,Mi≥osza
1211,Jeziorna
1212,Kolonia
1213,Modrzewiowa
1214,PartyzantÛw
1215,Rzeczna
1216,Popie≥uszki
1217,PiÍkna
1218,Cicha
1219,Szymanowskiego
1220,BorÛwkowa
1221,Ogrodowa
1222,Wierzbowa
1223,Towarowa
1224,Rumiankowa
1225,Fio≥kowa
1226,Rzemieúlnicza
1227,Gajowa
1228,Srebrna
1229,PoznaÒska
1230,Fabryczna
1231,Grzybowa
1232,Klonowa
1233,Chmielna
1234,Pogodna
1235,PodgÛrna
1236,Øabia
1237,Øabia
1238,Drzyma≥y
1239,W≥adys≥awa £okietka
1240,Wilcza
1241,Diamentowa
1242,Drzyma≥y
1243,PartyzantÛw
1244,Go≥Íbia
1245,Orzeszkowej
1246,Z≥ota
1247,Lubelska
1248,Stolarska
1249,BorÛwkowa
1250,£πczna
1251,Nowa
1252,Moniuszki
1253,Grzybowa
1254,Wroc≥awska
1255,Zapolskiej
1256,Osiedlowa
1257,KrasiÒskiego
1258,Witosa
1259,Szarych SzeregÛw
1260,BorÛwkowa
1261,Stroma
1262,Zakπtek
1263,Øeromskiego
1264,Opolska
1265,Srebrna
1266,Staffa
1267,Lipca
1268,Porzeczkowa
1269,Lawendowa
1270,Podwale
1271,Øeglarska
1272,Drzyma≥y
1273,Kolorowa
1274,Narutowicza
1275,Sadowa
1276,Solidarnosci
1277,M≥ynarska
1278,D≥uga
1279,Jagodowa
1280,Zakπtek
1281,Pa≥acowa
1282,Sikorskiego
1283,Reymonta
1284,Ogrodowa
1285,Targowa
1286,Majowa
1287,Ma≥a
1288,Øwirki i Wigury
1289,Ga≥czynskiego
1290,PowstaÒcÛw ålπskich
1291,Przechodnia
1292,Cedrowa
1293,W≥adys≥awa Jagie≥≥y
1294,Morska
1295,Miarki
1296,Jana Sobieskiego
1297,Poziomkowa
1298,Sucharskiego
1299,Pomorska
1300,Boczna
1301,Piwna
1302,Dojazdowa
1303,Brzechwy
1304,Rataja
1305,Sowia
1306,Srebrna
1307,Ga≥czynskiego
1308,Grabowa
1309,Spacerowa
1310,WaryÒskiego
1311,Kalinowa
1312,Kochanowskiego
1313,Nieca≥a
1314,Tartaczna
1315,Armii Krajowej
1316,Grottgera
1317,Makowa
1318,Ba≥tycka
1319,Dobra
1320,WaryÒskiego
1321,Chmielna
1322,Jab≥oniowa
1323,Magnoliowa
1324,Topolowa
1325,Widokowa
1326,Towarowa
1327,Dπbrowskiego
1328,Bankowa
1329,Wa≥owa
1330,Miodowa
1331,Widokowa
1332,Sokola
1333,W≥adys≥awa £okietka
1334,Czereúniowa
1335,Wiúniowa
1336,Drzyma≥y
1337,Listopada
1338,Opolska
1339,Lwowska
1340,åwierczewskiego
1341,Stroma
1342,Starowiejska
1343,Staszica
1344,Porzeczkowa
1345,Jasna
1346,Krasickiego
1347,Ma≥a
1348,Wiatraczna
1349,£anowa
1350,Reja
1351,Czarnieckiego
1352,Jesionowa
1353,KrÛtka
1354,Liliowa
1355,Kruczkowskiego
1356,Widokowa
1357,Dzia≥kowa
1358,Grabowa
1359,Mi≥osza
1360,Go≥Íbia
1361,Zachodnia
1362,Maczka
1363,Porzeczkowa
1364,Ptasia
1365,DÍbowa
1366,Che≥moÒskiego
1367,Tysiπclecia
1368,Malinowa
1369,Rycerska
1370,Chabrowa
1371,B≥Íkitna
1372,Borowa
1373,Piaskowa
1374,G≥owackiego
1375,Brzoskwiniowa
1376,KiliÒskiego
1377,Rzemieúlnicza
1378,£πczna
1379,Grunwaldzka
1380,Kolorowa
1381,Lotnicza
1382,Miodowa
1383,Klasztorna
1384,Tartaczna
1385,Malczewskiego
1386,Okulickiego
1387,Strumykowa
1388,Wiúlana
1389,Azaliowa
1390,GlÛwna
1391,Wiπzowa
1392,PÛ≥nocna
1393,Korfantego
1394,Miarki
1395,Daleka
1396,Straøacka
1397,£anowa
1398,Pa≥acowa
1399,Miarki
1400,Øytnia
1401,Mokra
1402,Kielecka
1403,Pi≥sudskiego
1404,SzczÍúliwa
1405,Jaúminowa
1406,Jana III Sobieskiego
1407,S≥oneczna
1408,Pogodna
1409,Skrajna
1410,Bursztynowa
1411,Listopada
1412,Zau≥ek
1413,Pu≥askiego
1414,Warszawska
1415,Pi≥sudskiego
1416,Opolska
1417,Pomorska
1418,Wybickiego
1419,Browarna
1420,Sportowa
1421,Rzeczna
1422,Wiejska
1423,Pi≥sudskiego
1424,Solidarnosci
1425,SzczÍúliwa
1426,Leúna
1427,Pszenna
1428,Sportowa
1429,Piekarska
1430,Nieca≥a
1431,Wa≥owa
1432,Poziomkowa
1433,Czereúniowa
1434,Dzia≥kowa
1435,Sawickiej
1436,Majowa
1437,Morelowa
1438,Akacjowa
1439,KiliÒskiego
1440,Ja≥owcowa
1441,Urocza
1442,Staffa
1443,Poziomkowa
1444,Spokojna
1445,Dzia≥kowa
1446,Bema
1447,Jaúminowa
1448,Makowa
1449,Modrzewiowa
1450,£anowa
1451,Browarna
1452,Orzechowa
1453,Nieca≥a
1454,Podleúna
1455,Cicha
1456,Krucza
1457,Bema
1458,KrÛlewska
1459,Widokowa
1460,Lipca
1461,Norwida
1462,Majowa
1463,SybirakÛw
1464,Turystyczna
1465,Solidarnosci
1466,KrÛlewska
1467,Szmaragdowa
