insurance_id,insurance_number,client_id,employee_id,begin_date,expiration_date,insuranceType_id,payment_id,branch_id,price
90,Ube-B10/C-90/E-860-6797,90,860,2016-05-01,2017-05-01,3,90,10,1000
91,Ube-B11/C-91/E-447-9266,91,447,2019-12-31,2020-12-30,0,91,11,900
92,Ube-B12/C-92/E-146-3715,92,146,2018-11-18,2019-11-18,4,92,12,1000
93,Ube-B13/C-93/E-571-5743,93,571,2016-04-21,2017-04-21,3,93,13,2000
94,Ube-B14/C-94/E-362-0396,94,362,2016-08-02,2017-08-02,4,94,14,1400
95,Ube-B15/C-95/E-450-7535,95,450,2014-06-25,2015-06-25,2,95,15,700
96,Ube-B0/C-96/E-399-6836,96,399,2018-09-03,2019-09-03,3,96,0,1800
97,Ube-B1/C-97/E-141-6593,97,141,2014-01-09,2015-01-09,0,97,1,1800
98,Ube-B2/C-98/E-162-2191,98,162,2018-04-17,2019-04-17,3,98,2,300
99,Ube-B3/C-99/E-601-5527,99,601,2019-02-02,2020-02-02,1,99,3,1200
100,Ube-B4/C-100/E-257-1776,100,257,2014-05-08,2015-05-08,2,100,4,1300
101,Ube-B5/C-101/E-895-8474,101,895,2017-03-10,2018-03-10,0,101,5,1200
102,Ube-B6/C-102/E-912-8964,102,912,2018-10-08,2019-10-08,2,102,6,900
103,Ube-B7/C-103/E-827-7357,103,827,2019-03-09,2020-03-08,4,103,7,300
104,Ube-B8/C-104/E-759-1282,104,759,2018-06-16,2019-06-16,3,104,8,1300
105,Ube-B9/C-105/E-536-5274,105,536,2019-03-23,2020-03-22,4,105,9,700
106,Ube-B10/C-106/E-198-7691,106,198,2014-11-16,2015-11-16,3,106,10,300
107,Ube-B11/C-107/E-776-8533,107,776,2014-03-22,2015-03-22,2,107,11,300
108,Ube-B12/C-108/E-956-9458,108,956,2019-10-10,2020-10-09,4,108,12,1500
109,Ube-B13/C-109/E-800-9356,109,800,2019-05-12,2020-05-11,3,109,13,1600
110,Ube-B14/C-110/E-593-4284,110,593,2017-01-07,2018-01-07,4,110,14,2400
111,Ube-B15/C-111/E-565-8872,111,565,2019-11-02,2020-11-01,0,111,15,1900
112,Ube-B0/C-112/E-678-6357,112,678,2019-10-15,2020-10-14,4,112,0,1700
113,Ube-B1/C-113/E-445-2980,113,445,2018-01-15,2019-01-15,3,113,1,2000
114,Ube-B2/C-114/E-957-1140,114,957,2016-08-23,2017-08-23,1,114,2,1500
115,Ube-B3/C-115/E-119-6213,115,119,2019-10-11,2020-10-10,0,115,3,300
116,Ube-B4/C-116/E-832-0622,116,832,2019-05-14,2020-05-13,3,116,4,1500
117,Ube-B5/C-117/E-838-4118,117,838,2018-04-02,2019-04-02,4,117,5,300
118,Ube-B6/C-118/E-3-6507,118,3,2015-12-24,2016-12-23,1,118,6,1700
119,Ube-B7/C-119/E-275-4171,119,275,2014-10-25,2015-10-25,4,119,7,600
120,Ube-B8/C-120/E-756-9168,120,756,2013-07-21,2014-07-21,4,120,8,2100
121,Ube-B9/C-121/E-309-2703,121,309,2019-10-14,2020-10-13,2,121,9,700
122,Ube-B10/C-122/E-455-8148,122,455,2018-06-19,2019-06-19,1,122,10,700
123,Ube-B11/C-123/E-209-5200,123,209,2019-08-15,2020-08-14,2,123,11,1000
124,Ube-B12/C-124/E-576-5159,124,576,2014-03-12,2015-03-12,4,124,12,1500
125,Ube-B13/C-125/E-247-7015,125,247,2019-10-11,2020-10-10,1,125,13,800
126,Ube-B14/C-126/E-789-1391,126,789,2013-12-14,2014-12-14,3,126,14,700
127,Ube-B15/C-127/E-673-6724,127,673,2019-03-14,2020-03-13,2,127,15,1400
128,Ube-B0/C-128/E-603-2262,128,603,2019-11-21,2020-11-20,1,128,0,2100
129,Ube-B1/C-129/E-384-0204,129,384,2019-06-01,2020-05-31,0,129,1,1500
130,Ube-B2/C-130/E-168-5329,130,168,2017-10-12,2018-10-12,0,130,2,2000
131,Ube-B3/C-131/E-446-4053,131,446,2012-01-19,2013-01-18,3,131,3,800
132,Ube-B4/C-132/E-278-9445,132,278,2017-06-15,2018-06-15,2,132,4,1000
133,Ube-B5/C-133/E-171-9928,133,171,2013-11-10,2014-11-10,0,133,5,1600
134,Ube-B6/C-134/E-783-6214,134,783,2019-03-01,2020-02-29,4,134,6,600
135,Ube-B7/C-135/E-582-6220,135,582,2018-03-20,2019-03-20,4,135,7,2300
136,Ube-B8/C-136/E-873-3250,136,873,2017-09-21,2018-09-21,0,136,8,2500
137,Ube-B9/C-137/E-376-5269,137,376,2016-12-24,2017-12-24,4,137,9,2400
138,Ube-B10/C-138/E-200-7477,138,200,2014-03-19,2015-03-19,3,138,10,1700
139,Ube-B11/C-139/E-982-1837,139,982,2012-04-02,2013-04-02,4,139,11,1700
140,Ube-B12/C-140/E-445-0085,140,445,2016-01-09,2017-01-08,0,140,12,2300
141,Ube-B13/C-141/E-453-9094,141,453,2016-04-17,2017-04-17,4,141,13,1400
142,Ube-B14/C-142/E-517-0634,142,517,2017-01-07,2018-01-07,3,142,14,1800
143,Ube-B15/C-143/E-24-1787,143,24,2016-02-12,2017-02-11,3,143,15,1100
144,Ube-B0/C-144/E-27-2962,144,27,2017-03-22,2018-03-22,2,144,0,800
145,Ube-B1/C-145/E-42-4078,145,42,2016-06-19,2017-06-19,1,145,1,1700
146,Ube-B2/C-146/E-818-6627,146,818,2019-09-15,2020-09-14,2,146,2,1800
147,Ube-B3/C-147/E-968-5852,147,968,2017-05-14,2018-05-14,3,147,3,2100
148,Ube-B4/C-148/E-555-8648,148,555,2019-07-08,2020-07-07,3,148,4,1600
149,Ube-B5/C-149/E-897-2127,149,897,2019-11-11,2020-11-10,3,149,5,1100
150,Ube-B6/C-150/E-643-4494,150,643,2012-01-25,2013-01-24,3,150,6,500
151,Ube-B7/C-151/E-284-5726,151,284,2017-07-14,2018-07-14,3,151,7,1800
152,Ube-B8/C-152/E-827-7027,152,827,2018-11-19,2019-11-19,0,152,8,2100
153,Ube-B9/C-153/E-976-4298,153,976,2013-10-31,2014-10-31,1,153,9,2500
154,Ube-B10/C-154/E-30-6467,154,30,2015-09-19,2016-09-18,2,154,10,1800
155,Ube-B11/C-155/E-7-3878,155,7,2019-08-17,2020-08-16,4,155,11,600
156,Ube-B12/C-156/E-599-9792,156,599,2019-01-16,2020-01-16,1,156,12,1300
157,Ube-B13/C-157/E-736-4912,157,736,2017-11-22,2018-11-22,4,157,13,2200
158,Ube-B14/C-158/E-291-4515,158,291,2018-10-13,2019-10-13,4,158,14,1100
159,Ube-B15/C-159/E-53-4918,159,53,2019-10-07,2020-10-06,2,159,15,2400
160,Ube-B0/C-160/E-27-0395,160,27,2017-06-21,2018-06-21,3,160,0,1400
161,Ube-B1/C-161/E-335-7923,161,335,2017-08-14,2018-08-14,4,161,1,1900
162,Ube-B2/C-162/E-149-5097,162,149,2018-08-07,2019-08-07,1,162,2,1000
163,Ube-B3/C-163/E-832-1829,163,832,2019-12-17,2020-12-16,1,163,3,1600
164,Ube-B4/C-164/E-321-2702,164,321,2019-11-28,2020-11-27,1,164,4,1500
165,Ube-B5/C-165/E-812-5645,165,812,2013-02-25,2014-02-25,3,165,5,600
166,Ube-B6/C-166/E-871-5317,166,871,2019-02-04,2020-02-04,3,166,6,400
167,Ube-B7/C-167/E-638-5018,167,638,2016-06-16,2017-06-16,3,167,7,1700
168,Ube-B8/C-168/E-306-9432,168,306,2014-12-22,2015-12-22,0,168,8,2000
169,Ube-B9/C-169/E-54-8524,169,54,2019-09-07,2020-09-06,3,169,9,300
170,Ube-B10/C-170/E-557-8460,170,557,2018-12-23,2019-12-23,2,170,10,2200
171,Ube-B11/C-171/E-438-1646,171,438,2019-10-08,2020-10-07,3,171,11,2400
172,Ube-B12/C-172/E-704-1849,172,704,2019-06-30,2020-06-29,1,172,12,1200
173,Ube-B13/C-173/E-328-4490,173,328,2011-08-16,2012-08-15,1,173,13,2200
174,Ube-B14/C-174/E-785-0328,174,785,2017-02-05,2018-02-05,3,174,14,900
175,Ube-B15/C-175/E-911-9541,175,911,2019-03-19,2020-03-18,3,175,15,1100
176,Ube-B0/C-176/E-670-5616,176,670,2016-07-26,2017-07-26,0,176,0,2200
177,Ube-B1/C-177/E-833-8087,177,833,2019-03-08,2020-03-07,1,177,1,1300
178,Ube-B2/C-178/E-139-5593,178,139,2016-01-20,2017-01-19,4,178,2,800
179,Ube-B3/C-179/E-22-7636,179,22,2019-09-17,2020-09-16,4,179,3,1000
180,Ube-B4/C-180/E-581-8217,180,581,2016-04-30,2017-04-30,4,180,4,700
181,Ube-B5/C-181/E-702-8140,181,702,2018-05-24,2019-05-24,3,181,5,1900
182,Ube-B6/C-182/E-176-6088,182,176,2016-05-26,2017-05-26,4,182,6,1700
183,Ube-B7/C-183/E-69-4664,183,69,2016-03-02,2017-03-02,2,183,7,2400
184,Ube-B8/C-184/E-389-0837,184,389,2013-06-05,2014-06-05,0,184,8,2300
185,Ube-B9/C-185/E-568-9576,185,568,2018-08-13,2019-08-13,2,185,9,1300
186,Ube-B10/C-186/E-657-4777,186,657,2019-07-17,2020-07-16,0,186,10,2500
187,Ube-B11/C-187/E-232-7863,187,232,2011-02-17,2012-02-17,2,187,11,300
188,Ube-B12/C-188/E-623-8358,188,623,2018-07-07,2019-07-07,2,188,12,1400
189,Ube-B13/C-189/E-281-1842,189,281,2012-08-09,2013-08-09,1,189,13,800
190,Ube-B14/C-190/E-386-2227,190,386,2017-10-01,2018-10-01,3,190,14,500
191,Ube-B15/C-191/E-38-2315,191,38,2019-02-13,2020-02-13,0,191,15,1600
192,Ube-B0/C-192/E-359-6221,192,359,2019-10-23,2020-10-22,2,192,0,1000
193,Ube-B1/C-193/E-852-9615,193,852,2019-12-12,2020-12-11,3,193,1,600
194,Ube-B2/C-194/E-477-3935,194,477,2018-01-29,2019-01-29,3,194,2,700
195,Ube-B3/C-195/E-212-5908,195,212,2019-08-05,2020-08-04,2,195,3,300
196,Ube-B4/C-196/E-205-5325,196,205,2017-10-04,2018-10-04,0,196,4,1800
197,Ube-B5/C-197/E-929-4923,197,929,2012-02-13,2013-02-12,0,197,5,400
198,Ube-B6/C-198/E-250-3887,198,250,2019-01-22,2020-01-22,2,198,6,2400
199,Ube-B7/C-199/E-188-3357,199,188,2016-05-06,2017-05-06,2,199,7,2200
200,Ube-B8/C-200/E-610-3289,200,610,2019-12-14,2020-12-13,2,200,8,700
201,Ube-B9/C-201/E-718-7486,201,718,2018-09-01,2019-09-01,0,201,9,2200
202,Ube-B10/C-202/E-98-4655,202,98,2016-04-18,2017-04-18,1,202,10,1100
203,Ube-B11/C-203/E-982-6565,203,982,2013-09-28,2014-09-28,2,203,11,300
204,Ube-B12/C-204/E-111-4212,204,111,2013-02-23,2014-02-23,1,204,12,1300
205,Ube-B13/C-205/E-373-1232,205,373,2018-12-30,2019-12-30,2,205,13,500
206,Ube-B14/C-206/E-837-1878,206,837,2015-06-07,2016-06-06,3,206,14,2000
207,Ube-B15/C-207/E-129-5468,207,129,2014-02-27,2015-02-27,1,207,15,1100
208,Ube-B0/C-208/E-48-6455,208,48,2018-08-08,2019-08-08,3,208,0,1400
209,Ube-B1/C-209/E-672-1281,209,672,2019-10-03,2020-10-02,2,209,1,1700
210,Ube-B2/C-210/E-200-9517,210,200,2018-01-16,2019-01-16,1,210,2,1500
211,Ube-B3/C-211/E-716-5737,211,716,2013-01-22,2014-01-22,2,211,3,2200
212,Ube-B4/C-212/E-590-3023,212,590,2018-07-05,2019-07-05,1,212,4,1000
213,Ube-B5/C-213/E-278-3457,213,278,2019-02-06,2020-02-06,3,213,5,2000
214,Ube-B6/C-214/E-243-8665,214,243,2018-11-28,2019-11-28,2,214,6,2500
215,Ube-B7/C-215/E-377-1006,215,377,2017-12-04,2018-12-04,0,215,7,1200
216,Ube-B8/C-216/E-418-7465,216,418,2019-12-18,2020-12-17,1,216,8,2100
217,Ube-B9/C-217/E-250-2218,217,250,2019-02-26,2020-02-26,2,217,9,2100
218,Ube-B10/C-218/E-464-1005,218,464,2019-08-05,2020-08-04,2,218,10,1800
219,Ube-B11/C-219/E-794-6082,219,794,2019-03-13,2020-03-12,4,219,11,2100
220,Ube-B12/C-220/E-281-6164,220,281,2019-05-27,2020-05-26,0,220,12,2400
221,Ube-B13/C-221/E-999-6174,221,999,2019-07-27,2020-07-26,4,221,13,1000
222,Ube-B14/C-222/E-18-9958,222,18,2013-01-03,2014-01-03,4,222,14,1500
223,Ube-B15/C-223/E-234-3461,223,234,2016-02-20,2017-02-19,4,223,15,700
224,Ube-B0/C-224/E-967-9122,224,967,2017-06-03,2018-06-03,3,224,0,1300
225,Ube-B1/C-225/E-666-5852,225,666,2013-04-07,2014-04-07,3,225,1,1700
226,Ube-B2/C-226/E-443-1078,226,443,2018-07-15,2019-07-15,1,226,2,2500
227,Ube-B3/C-227/E-335-7425,227,335,2018-09-27,2019-09-27,2,227,3,600
228,Ube-B4/C-228/E-8-0498,228,8,2019-06-26,2020-06-25,3,228,4,2500
229,Ube-B5/C-229/E-737-5924,229,737,2014-02-22,2015-02-22,4,229,5,600
230,Ube-B6/C-230/E-22-4392,230,22,2017-04-05,2018-04-05,4,230,6,800
231,Ube-B7/C-231/E-8-6277,231,8,2019-09-17,2020-09-16,1,231,7,2400
232,Ube-B8/C-232/E-121-9012,232,121,2016-12-09,2017-12-09,3,232,8,800
233,Ube-B9/C-233/E-609-7849,233,609,2015-09-15,2016-09-14,4,233,9,1800
234,Ube-B10/C-234/E-590-3283,234,590,2018-09-04,2019-09-04,0,234,10,1800
235,Ube-B11/C-235/E-285-7914,235,285,2010-07-11,2011-07-11,3,235,11,1200
236,Ube-B12/C-236/E-520-8326,236,520,2014-11-28,2015-11-28,0,236,12,2500
237,Ube-B13/C-237/E-509-1700,237,509,2019-07-09,2020-07-08,2,237,13,600
238,Ube-B14/C-238/E-896-4426,238,896,2019-06-27,2020-06-26,3,238,14,900
239,Ube-B15/C-239/E-21-4581,239,21,2019-01-15,2020-01-15,4,239,15,1100
240,Ube-B0/C-240/E-995-2945,240,995,2017-06-13,2018-06-13,1,240,0,500
241,Ube-B1/C-241/E-584-0629,241,584,2019-12-10,2020-12-09,3,241,1,1700
242,Ube-B2/C-242/E-69-2522,242,69,2018-05-09,2019-05-09,2,242,2,600
243,Ube-B3/C-243/E-46-5555,243,46,2011-05-17,2012-05-16,2,243,3,2300
244,Ube-B4/C-244/E-253-7399,244,253,2018-10-22,2019-10-22,2,244,4,500
245,Ube-B5/C-245/E-626-2801,245,626,2015-09-02,2016-09-01,3,245,5,600
246,Ube-B6/C-246/E-905-6803,246,905,2018-06-05,2019-06-05,3,246,6,2200
247,Ube-B7/C-247/E-548-3647,247,548,2013-04-29,2014-04-29,3,247,7,2200
248,Ube-B8/C-248/E-481-3814,248,481,2017-07-22,2018-07-22,4,248,8,1900
249,Ube-B9/C-249/E-136-9535,249,136,2015-03-17,2016-03-16,2,249,9,2300
250,Ube-B10/C-250/E-87-6080,250,87,2018-12-30,2019-12-30,4,250,10,900
251,Ube-B11/C-251/E-699-8687,251,699,2018-05-02,2019-05-02,4,251,11,700
252,Ube-B12/C-252/E-156-8437,252,156,2019-03-26,2020-03-25,2,252,12,300
253,Ube-B13/C-253/E-788-5420,253,788,2014-10-14,2015-10-14,3,253,13,1700
254,Ube-B14/C-254/E-618-7892,254,618,2013-05-29,2014-05-29,2,254,14,2500
255,Ube-B15/C-255/E-254-3097,255,254,2017-01-15,2018-01-15,0,255,15,500
256,Ube-B0/C-256/E-389-1794,256,389,2016-08-10,2017-08-10,4,256,0,2200
257,Ube-B1/C-257/E-203-2725,257,203,2018-09-28,2019-09-28,4,257,1,1700
258,Ube-B2/C-258/E-127-1097,258,127,2016-01-09,2017-01-08,3,258,2,2500
259,Ube-B3/C-259/E-52-6506,259,52,2019-10-28,2020-10-27,0,259,3,1700
260,Ube-B4/C-260/E-378-9813,260,378,2019-02-06,2020-02-06,1,260,4,500
261,Ube-B5/C-261/E-289-8917,261,289,2018-05-14,2019-05-14,3,261,5,1300
262,Ube-B6/C-262/E-545-2983,262,545,2017-03-18,2018-03-18,4,262,6,1900
263,Ube-B7/C-263/E-286-1051,263,286,2019-03-20,2020-03-19,1,263,7,700
264,Ube-B8/C-264/E-609-0306,264,609,2012-12-26,2013-12-26,0,264,8,400
265,Ube-B9/C-265/E-87-4215,265,87,2018-11-29,2019-11-29,1,265,9,1800
266,Ube-B10/C-266/E-285-8003,266,285,2017-04-05,2018-04-05,4,266,10,1400
267,Ube-B11/C-267/E-271-0728,267,271,2014-03-11,2015-03-11,4,267,11,2500
268,Ube-B12/C-268/E-670-2802,268,670,2017-12-04,2018-12-04,3,268,12,2200
269,Ube-B13/C-269/E-385-7939,269,385,2019-10-22,2020-10-21,0,269,13,2100
270,Ube-B14/C-270/E-849-9469,270,849,2019-11-06,2020-11-05,2,270,14,400
271,Ube-B15/C-271/E-313-8414,271,313,2018-04-30,2019-04-30,1,271,15,900
272,Ube-B0/C-272/E-849-3051,272,849,2019-11-06,2020-11-05,3,272,0,800
273,Ube-B1/C-273/E-757-4722,273,757,2019-01-06,2020-01-06,2,273,1,800
274,Ube-B2/C-274/E-970-4263,274,970,2018-08-19,2019-08-19,4,274,2,2300
275,Ube-B3/C-275/E-623-5928,275,623,2014-11-09,2015-11-09,3,275,3,700
276,Ube-B4/C-276/E-671-3135,276,671,2018-07-02,2019-07-02,2,276,4,2400
277,Ube-B5/C-277/E-200-4081,277,200,2018-01-08,2019-01-08,3,277,5,2100
278,Ube-B6/C-278/E-39-3709,278,39,2016-05-18,2017-05-18,2,278,6,800
279,Ube-B7/C-279/E-267-8007,279,267,2019-07-23,2020-07-22,0,279,7,1400
280,Ube-B8/C-280/E-920-4028,280,920,2019-10-05,2020-10-04,1,280,8,400
281,Ube-B9/C-281/E-861-5023,281,861,2015-01-31,2016-01-31,4,281,9,1900
282,Ube-B10/C-282/E-119-6311,282,119,2019-02-07,2020-02-07,2,282,10,1000
283,Ube-B11/C-283/E-327-9305,283,327,2019-08-14,2020-08-13,3,283,11,2500
284,Ube-B12/C-284/E-787-8463,284,787,2011-05-15,2012-05-14,0,284,12,2000
285,Ube-B13/C-285/E-16-0398,285,16,2018-12-14,2019-12-14,4,285,13,2100
286,Ube-B14/C-286/E-92-5185,286,92,2019-09-16,2020-09-15,0,286,14,800
287,Ube-B15/C-287/E-877-1387,287,877,2019-11-25,2020-11-24,1,287,15,900
288,Ube-B0/C-288/E-224-4017,288,224,2019-01-12,2020-01-12,2,288,0,1500
289,Ube-B1/C-289/E-292-0932,289,292,2019-05-21,2020-05-20,3,289,1,300
290,Ube-B2/C-290/E-532-1157,290,532,2019-10-18,2020-10-17,3,290,2,1000
291,Ube-B3/C-291/E-230-2817,291,230,2018-01-08,2019-01-08,3,291,3,1900
292,Ube-B4/C-292/E-542-1207,292,542,2018-02-24,2019-02-24,4,292,4,1000
293,Ube-B5/C-293/E-190-6511,293,190,2017-05-04,2018-05-04,1,293,5,2100
294,Ube-B6/C-294/E-404-3404,294,404,2015-12-16,2016-12-15,1,294,6,400
295,Ube-B7/C-295/E-816-1376,295,816,2019-08-10,2020-08-09,2,295,7,2200
296,Ube-B8/C-296/E-0-4072,296,0,2013-03-16,2014-03-16,4,296,8,2000
