insurance_id,insurance_number,client_id,employee_id,begin_date,expiration_date,insuranceType_id,payment_id,branch_id,price
60,Ube-B12/C-60/E-290-8692,60,290,2018-12-31,2019-12-31,2,60,12,900
61,Ube-B13/C-61/E-669-2547,61,669,2018-02-23,2019-02-23,3,61,13,900
62,Ube-B14/C-62/E-944-9253,62,944,2017-04-15,2018-04-15,0,62,14,1500
63,Ube-B15/C-63/E-619-1109,63,619,2011-11-15,2012-11-14,0,63,15,1400
64,Ube-B0/C-64/E-264-4168,64,264,2018-11-01,2019-11-01,1,64,0,300
65,Ube-B1/C-65/E-789-0898,65,789,2019-03-29,2020-03-28,2,65,1,700
66,Ube-B2/C-66/E-44-4239,66,44,2018-06-01,2019-06-01,0,66,2,400
67,Ube-B3/C-67/E-143-5160,67,143,2017-11-03,2018-11-03,1,67,3,500
68,Ube-B4/C-68/E-756-1360,68,756,2015-11-11,2016-11-10,2,68,4,1500
69,Ube-B5/C-69/E-798-7701,69,798,2016-04-06,2017-04-06,0,69,5,2500
70,Ube-B6/C-70/E-288-1955,70,288,2014-02-12,2015-02-12,3,70,6,1000
71,Ube-B7/C-71/E-941-0342,71,941,2018-10-13,2019-10-13,0,71,7,1400
72,Ube-B8/C-72/E-624-7917,72,624,2017-05-26,2018-05-26,3,72,8,500
73,Ube-B9/C-73/E-774-4839,73,774,2019-04-20,2020-04-19,2,73,9,1100
74,Ube-B10/C-74/E-50-5367,74,50,2015-07-02,2016-07-01,1,74,10,1100
75,Ube-B11/C-75/E-514-7562,75,514,2018-01-05,2019-01-05,2,75,11,2400
76,Ube-B12/C-76/E-157-8435,76,157,2016-09-16,2017-09-16,0,76,12,700
77,Ube-B13/C-77/E-495-3335,77,495,2013-08-15,2014-08-15,1,77,13,1900
78,Ube-B14/C-78/E-252-3436,78,252,2014-10-06,2015-10-06,3,78,14,2100
79,Ube-B15/C-79/E-794-6177,79,794,2019-01-03,2020-01-03,2,79,15,600
80,Ube-B0/C-80/E-887-7992,80,887,2017-11-28,2018-11-28,0,80,0,700
81,Ube-B1/C-81/E-331-1656,81,331,2019-05-05,2020-05-04,3,81,1,1700
82,Ube-B2/C-82/E-850-8906,82,850,2017-11-07,2018-11-07,1,82,2,1700
83,Ube-B3/C-83/E-633-3521,83,633,2016-09-13,2017-09-13,0,83,3,1900
84,Ube-B4/C-84/E-191-2093,84,191,2019-06-25,2020-06-24,0,84,4,2100
85,Ube-B5/C-85/E-177-3460,85,177,2019-12-04,2020-12-03,2,85,5,1400
86,Ube-B6/C-86/E-916-6823,86,916,2010-08-02,2011-08-02,0,86,6,800
87,Ube-B7/C-87/E-22-5987,87,22,2017-11-05,2018-11-05,0,87,7,500
88,Ube-B8/C-88/E-637-1818,88,637,2019-03-14,2020-03-13,0,88,8,2500
89,Ube-B9/C-89/E-443-1348,89,443,2018-06-03,2019-06-03,3,89,9,1800
90,Ube-B10/C-90/E-301-2645,90,301,2019-08-15,2020-08-14,3,90,10,2400
91,Ube-B11/C-91/E-231-1765,91,231,2018-12-28,2019-12-28,2,91,11,700
92,Ube-B12/C-92/E-712-3950,92,712,2016-03-25,2017-03-25,2,92,12,1900
93,Ube-B13/C-93/E-113-2423,93,113,2016-02-10,2017-02-09,3,93,13,1300
94,Ube-B14/C-94/E-659-2988,94,659,2018-07-17,2019-07-17,0,94,14,2100
95,Ube-B15/C-95/E-438-5974,95,438,2018-07-19,2019-07-19,3,95,15,2500
96,Ube-B0/C-96/E-534-6534,96,534,2018-05-11,2019-05-11,3,96,0,1900
97,Ube-B1/C-97/E-790-3893,97,790,2017-07-19,2018-07-19,0,97,1,1300
98,Ube-B2/C-98/E-218-1238,98,218,2011-03-05,2012-03-04,2,98,2,1200
99,Ube-B3/C-99/E-267-8285,99,267,2017-05-03,2018-05-03,1,99,3,2300
100,Ube-B4/C-100/E-873-7254,100,873,2012-04-13,2013-04-13,1,100,4,1400
101,Ube-B5/C-101/E-627-1303,101,627,2013-07-04,2014-07-04,3,101,5,600
102,Ube-B6/C-102/E-105-6401,102,105,2012-05-16,2013-05-16,3,102,6,2400
103,Ube-B7/C-103/E-550-8159,103,550,2013-08-05,2014-08-05,2,103,7,300
104,Ube-B8/C-104/E-858-0205,104,858,2019-11-30,2020-11-29,1,104,8,600
105,Ube-B9/C-105/E-81-4857,105,81,2015-08-14,2016-08-13,0,105,9,1000
106,Ube-B10/C-106/E-241-9014,106,241,2014-12-08,2015-12-08,2,106,10,2300
107,Ube-B11/C-107/E-769-3690,107,769,2018-03-08,2019-03-08,0,107,11,2200
108,Ube-B12/C-108/E-41-1575,108,41,2018-06-14,2019-06-14,0,108,12,300
109,Ube-B13/C-109/E-831-2477,109,831,2016-02-12,2017-02-11,0,109,13,1100
110,Ube-B14/C-110/E-129-2295,110,129,2017-07-12,2018-07-12,3,110,14,1800
111,Ube-B15/C-111/E-371-5808,111,371,2016-07-19,2017-07-19,2,111,15,700
112,Ube-B0/C-112/E-348-3427,112,348,2019-09-27,2020-09-26,3,112,0,800
113,Ube-B1/C-113/E-569-5915,113,569,2017-10-16,2018-10-16,3,113,1,1800
114,Ube-B2/C-114/E-88-6013,114,88,2017-02-15,2018-02-15,1,114,2,1500
115,Ube-B3/C-115/E-645-5834,115,645,2017-12-25,2018-12-25,1,115,3,2500
116,Ube-B4/C-116/E-36-5106,116,36,2015-11-06,2016-11-05,1,116,4,2100
117,Ube-B5/C-117/E-748-7137,117,748,2017-04-23,2018-04-23,1,117,5,1500
118,Ube-B6/C-118/E-669-5931,118,669,2018-12-27,2019-12-27,2,118,6,2500
119,Ube-B7/C-119/E-381-7807,119,381,2014-11-06,2015-11-06,2,119,7,2500
120,Ube-B8/C-120/E-205-1695,120,205,2019-08-08,2020-08-07,3,120,8,1300
121,Ube-B9/C-121/E-575-9522,121,575,2012-06-13,2013-06-13,2,121,9,1100
122,Ube-B10/C-122/E-552-1932,122,552,2015-01-27,2016-01-27,2,122,10,2100
123,Ube-B11/C-123/E-365-8635,123,365,2013-06-29,2014-06-29,0,123,11,1800
124,Ube-B12/C-124/E-780-3102,124,780,2011-11-02,2012-11-01,1,124,12,2300
125,Ube-B13/C-125/E-431-3447,125,431,2016-08-16,2017-08-16,3,125,13,1000
126,Ube-B14/C-126/E-917-6821,126,917,2017-08-11,2018-08-11,2,126,14,1100
127,Ube-B15/C-127/E-336-5762,127,336,2016-04-20,2017-04-20,3,127,15,2000
128,Ube-B0/C-128/E-646-3205,128,646,2014-12-30,2015-12-30,0,128,0,2400
129,Ube-B1/C-129/E-582-5245,129,582,2019-09-19,2020-09-18,0,129,1,900
130,Ube-B2/C-130/E-349-3632,130,349,2017-05-10,2018-05-10,2,130,2,1000
131,Ube-B3/C-131/E-723-8183,131,723,2016-12-26,2017-12-26,1,131,3,400
132,Ube-B4/C-132/E-683-8189,132,683,2018-01-30,2019-01-30,3,132,4,1200
133,Ube-B5/C-133/E-504-7168,133,504,2018-12-25,2019-12-25,2,133,5,800
134,Ube-B6/C-134/E-631-2298,134,631,2019-03-28,2020-03-27,1,134,6,1400
135,Ube-B7/C-135/E-436-6592,135,436,2019-12-22,2020-12-21,2,135,7,1900
136,Ube-B8/C-136/E-214-9371,136,214,2013-03-05,2014-03-05,2,136,8,400
137,Ube-B9/C-137/E-117-3210,137,117,2017-01-21,2018-01-21,2,137,9,1400
138,Ube-B10/C-138/E-234-3212,138,234,2019-11-17,2020-11-16,1,138,10,2400
139,Ube-B11/C-139/E-865-4571,139,865,2018-08-27,2019-08-27,0,139,11,1000
140,Ube-B12/C-140/E-35-0000,140,35,2017-10-26,2018-10-26,0,140,12,1600
141,Ube-B13/C-141/E-730-9210,141,730,2019-09-02,2020-09-01,3,141,13,1500
142,Ube-B14/C-142/E-376-1630,142,376,2013-08-11,2014-08-11,1,142,14,1100
143,Ube-B15/C-143/E-900-1795,143,900,2017-12-08,2018-12-08,3,143,15,1300
144,Ube-B0/C-144/E-681-6469,144,681,2015-12-15,2016-12-14,3,144,0,2500
145,Ube-B1/C-145/E-707-3326,145,707,2016-09-03,2017-09-03,0,145,1,1900
146,Ube-B2/C-146/E-10-7521,146,10,2018-06-10,2019-06-10,3,146,2,1500
147,Ube-B3/C-147/E-137-3174,147,137,2019-08-10,2020-08-09,2,147,3,600
148,Ube-B4/C-148/E-959-9694,148,959,2011-05-09,2012-05-08,1,148,4,700
149,Ube-B5/C-149/E-294-6971,149,294,2019-10-31,2020-10-30,3,149,5,1200
150,Ube-B6/C-150/E-355-4712,150,355,2011-12-24,2012-12-23,0,150,6,1100
151,Ube-B7/C-151/E-408-8540,151,408,2019-10-26,2020-10-25,1,151,7,900
152,Ube-B8/C-152/E-752-9217,152,752,2017-10-25,2018-10-25,1,152,8,2500
153,Ube-B9/C-153/E-509-6549,153,509,2018-10-14,2019-10-14,2,153,9,2300
154,Ube-B10/C-154/E-942-2146,154,942,2019-12-01,2020-11-30,3,154,10,1800
155,Ube-B11/C-155/E-379-1058,155,379,2018-08-04,2019-08-04,3,155,11,1100
156,Ube-B12/C-156/E-782-1266,156,782,2017-02-26,2018-02-26,1,156,12,1700
157,Ube-B13/C-157/E-976-4306,157,976,2019-05-26,2020-05-25,0,157,13,1200
158,Ube-B14/C-158/E-585-6951,158,585,2016-03-03,2017-03-03,3,158,14,1300
159,Ube-B15/C-159/E-842-3502,159,842,2019-06-25,2020-06-24,3,159,15,1600
160,Ube-B0/C-160/E-652-2872,160,652,2015-07-04,2016-07-03,1,160,0,300
161,Ube-B1/C-161/E-242-6385,161,242,2019-12-18,2020-12-17,3,161,1,2200
162,Ube-B2/C-162/E-854-1811,162,854,2018-11-18,2019-11-18,2,162,2,1600
163,Ube-B3/C-163/E-668-0277,163,668,2019-05-31,2020-05-30,0,163,3,900
164,Ube-B4/C-164/E-814-4350,164,814,2012-05-11,2013-05-11,2,164,4,400
165,Ube-B5/C-165/E-341-6680,165,341,2017-12-21,2018-12-21,0,165,5,2300
166,Ube-B6/C-166/E-565-8896,166,565,2014-08-10,2015-08-10,3,166,6,900
167,Ube-B7/C-167/E-41-1870,167,41,2016-02-25,2017-02-24,3,167,7,1800
168,Ube-B8/C-168/E-461-2651,168,461,2018-04-23,2019-04-23,2,168,8,1000
169,Ube-B9/C-169/E-357-0130,169,357,2017-01-02,2018-01-02,1,169,9,1800
170,Ube-B10/C-170/E-669-0089,170,669,2017-04-24,2018-04-24,1,170,10,1100
171,Ube-B11/C-171/E-610-8117,171,610,2013-09-09,2014-09-09,3,171,11,1300
172,Ube-B12/C-172/E-286-5138,172,286,2012-07-22,2013-07-22,0,172,12,700
173,Ube-B13/C-173/E-942-3622,173,942,2018-02-09,2019-02-09,3,173,13,1600
174,Ube-B14/C-174/E-388-6967,174,388,2017-06-07,2018-06-07,2,174,14,2300
175,Ube-B15/C-175/E-210-9534,175,210,2019-03-08,2020-03-07,0,175,15,1800
176,Ube-B0/C-176/E-631-7775,176,631,2019-04-26,2020-04-25,2,176,0,300
177,Ube-B1/C-177/E-224-7430,177,224,2018-05-08,2019-05-08,3,177,1,600
178,Ube-B2/C-178/E-462-7308,178,462,2019-10-08,2020-10-07,3,178,2,1900
179,Ube-B3/C-179/E-590-6806,179,590,2012-07-01,2013-07-01,1,179,3,2000
180,Ube-B4/C-180/E-457-4065,180,457,2016-05-24,2017-05-24,3,180,4,700
181,Ube-B5/C-181/E-615-5029,181,615,2015-02-10,2016-02-10,1,181,5,400
182,Ube-B6/C-182/E-458-3307,182,458,2019-12-29,2020-12-28,2,182,6,1900
183,Ube-B7/C-183/E-189-7813,183,189,2017-08-29,2018-08-29,2,183,7,2100
184,Ube-B8/C-184/E-902-6185,184,902,2015-12-06,2016-12-05,0,184,8,2000
185,Ube-B9/C-185/E-452-1480,185,452,2018-10-12,2019-10-12,1,185,9,2300
186,Ube-B10/C-186/E-405-4105,186,405,2019-07-04,2020-07-03,0,186,10,400
187,Ube-B11/C-187/E-415-4161,187,415,2018-10-23,2019-10-23,3,187,11,2000
188,Ube-B12/C-188/E-419-1974,188,419,2016-09-14,2017-09-14,1,188,12,2500
189,Ube-B13/C-189/E-396-9735,189,396,2014-07-13,2015-07-13,1,189,13,2100
190,Ube-B14/C-190/E-63-1113,190,63,2015-07-13,2016-07-12,0,190,14,1200
191,Ube-B15/C-191/E-338-2159,191,338,2019-10-23,2020-10-22,2,191,15,1200
192,Ube-B0/C-192/E-986-4324,192,986,2018-08-31,2019-08-31,2,192,0,1300
193,Ube-B1/C-193/E-165-1603,193,165,2017-10-06,2018-10-06,0,193,1,2100
194,Ube-B2/C-194/E-635-4360,194,635,2016-08-17,2017-08-17,0,194,2,1800
195,Ube-B3/C-195/E-777-4972,195,777,2013-12-26,2014-12-26,3,195,3,1200
196,Ube-B4/C-196/E-851-2931,196,851,2019-01-18,2020-01-18,2,196,4,2100
197,Ube-B5/C-197/E-707-1894,197,707,2018-11-18,2019-11-18,2,197,5,2400
198,Ube-B6/C-198/E-259-3275,198,259,2016-09-08,2017-09-08,1,198,6,1300
199,Ube-B7/C-199/E-433-4509,199,433,2014-07-30,2015-07-30,3,199,7,1700
200,Ube-B8/C-200/E-124-1501,200,124,2019-07-16,2020-07-15,3,200,8,700
201,Ube-B9/C-201/E-102-3075,201,102,2017-08-22,2018-08-22,3,201,9,400
202,Ube-B10/C-202/E-367-3982,202,367,2019-02-17,2020-02-17,2,202,10,1400
203,Ube-B11/C-203/E-392-3209,203,392,2014-07-27,2015-07-27,3,203,11,2000
204,Ube-B12/C-204/E-862-4734,204,862,2017-02-18,2018-02-18,2,204,12,800
205,Ube-B13/C-205/E-775-5185,205,775,2012-12-15,2013-12-15,0,205,13,2300
206,Ube-B14/C-206/E-122-2135,206,122,2019-12-22,2020-12-21,1,206,14,1700
207,Ube-B15/C-207/E-218-1047,207,218,2014-05-24,2015-05-24,1,207,15,1200
208,Ube-B0/C-208/E-340-4863,208,340,2017-01-04,2018-01-04,1,208,0,1500
209,Ube-B1/C-209/E-581-7001,209,581,2019-12-27,2020-12-26,3,209,1,1700
210,Ube-B2/C-210/E-979-6380,210,979,2018-12-12,2019-12-12,0,210,2,1000
211,Ube-B3/C-211/E-629-7957,211,629,2019-12-14,2020-12-13,0,211,3,700
212,Ube-B4/C-212/E-867-3116,212,867,2019-03-29,2020-03-28,2,212,4,1600
213,Ube-B5/C-213/E-776-0649,213,776,2019-10-15,2020-10-14,3,213,5,500
214,Ube-B6/C-214/E-361-9443,214,361,2019-07-20,2020-07-19,1,214,6,2500
215,Ube-B7/C-215/E-218-6795,215,218,2019-08-03,2020-08-02,3,215,7,2100
216,Ube-B8/C-216/E-306-0827,216,306,2014-12-26,2015-12-26,0,216,8,1100
217,Ube-B9/C-217/E-729-3997,217,729,2018-02-17,2019-02-17,1,217,9,2100
218,Ube-B10/C-218/E-983-1310,218,983,2013-12-10,2014-12-10,3,218,10,1900
219,Ube-B11/C-219/E-152-8586,219,152,2019-12-30,2020-12-29,0,219,11,2300
220,Ube-B12/C-220/E-56-2916,220,56,2018-04-20,2019-04-20,3,220,12,1800
221,Ube-B13/C-221/E-85-0719,221,85,2018-11-25,2019-11-25,2,221,13,1500
222,Ube-B14/C-222/E-297-1759,222,297,2018-09-25,2019-09-25,0,222,14,1200
223,Ube-B15/C-223/E-669-6159,223,669,2017-09-08,2018-09-08,2,223,15,2200
224,Ube-B0/C-224/E-882-6664,224,882,2019-06-21,2020-06-20,1,224,0,900
225,Ube-B1/C-225/E-307-9634,225,307,2019-12-30,2020-12-29,0,225,1,2300
226,Ube-B2/C-226/E-504-2927,226,504,2014-07-06,2015-07-06,3,226,2,2400
227,Ube-B3/C-227/E-592-3461,227,592,2019-07-21,2020-07-20,2,227,3,500
228,Ube-B4/C-228/E-599-3253,228,599,2012-07-28,2013-07-28,2,228,4,1800
229,Ube-B5/C-229/E-592-4508,229,592,2019-10-22,2020-10-21,2,229,5,1500
230,Ube-B6/C-230/E-21-7193,230,21,2019-07-29,2020-07-28,3,230,6,500
231,Ube-B7/C-231/E-92-7845,231,92,2018-11-25,2019-11-25,2,231,7,2400
232,Ube-B8/C-232/E-175-5757,232,175,2012-06-16,2013-06-16,0,232,8,600
233,Ube-B9/C-233/E-409-0713,233,409,2019-10-15,2020-10-14,3,233,9,1800
234,Ube-B10/C-234/E-864-8399,234,864,2013-10-03,2014-10-03,1,234,10,2500
235,Ube-B11/C-235/E-749-5339,235,749,2018-12-31,2019-12-31,3,235,11,700
236,Ube-B12/C-236/E-905-1743,236,905,2018-11-20,2019-11-20,0,236,12,1800
237,Ube-B13/C-237/E-629-8183,237,629,2019-12-08,2020-12-07,1,237,13,1700
238,Ube-B14/C-238/E-5-8081,238,5,2016-11-29,2017-11-29,3,238,14,700
239,Ube-B15/C-239/E-665-2407,239,665,2019-10-10,2020-10-09,0,239,15,1400
240,Ube-B0/C-240/E-151-2513,240,151,2019-08-10,2020-08-09,2,240,0,1800
241,Ube-B1/C-241/E-916-6749,241,916,2016-09-22,2017-09-22,2,241,1,1200
242,Ube-B2/C-242/E-469-3235,242,469,2018-01-14,2019-01-14,2,242,2,2300
243,Ube-B3/C-243/E-493-2668,243,493,2019-05-30,2020-05-29,2,243,3,1200
244,Ube-B4/C-244/E-652-2846,244,652,2013-05-19,2014-05-19,0,244,4,1500
245,Ube-B5/C-245/E-440-4399,245,440,2017-04-12,2018-04-12,3,245,5,2000
246,Ube-B6/C-246/E-822-0717,246,822,2019-12-20,2020-12-19,1,246,6,2200
247,Ube-B7/C-247/E-803-0642,247,803,2017-11-07,2018-11-07,2,247,7,1500
248,Ube-B8/C-248/E-109-9917,248,109,2018-05-08,2019-05-08,1,248,8,1700
249,Ube-B9/C-249/E-813-8659,249,813,2019-12-06,2020-12-05,0,249,9,1800
250,Ube-B10/C-250/E-219-5314,250,219,2012-06-25,2013-06-25,0,250,10,1800
251,Ube-B11/C-251/E-34-3512,251,34,2019-12-23,2020-12-22,2,251,11,1200
252,Ube-B12/C-252/E-883-3006,252,883,2016-02-14,2017-02-13,2,252,12,2000
253,Ube-B13/C-253/E-391-5882,253,391,2014-09-12,2015-09-12,0,253,13,1100
254,Ube-B14/C-254/E-511-2451,254,511,2019-05-15,2020-05-14,0,254,14,900
255,Ube-B15/C-255/E-857-1344,255,857,2015-04-01,2016-03-31,0,255,15,1700
256,Ube-B0/C-256/E-300-5691,256,300,2019-12-26,2020-12-25,2,256,0,1400
257,Ube-B1/C-257/E-95-7166,257,95,2017-09-13,2018-09-13,3,257,1,300
258,Ube-B2/C-258/E-696-4750,258,696,2017-05-10,2018-05-10,0,258,2,900
259,Ube-B3/C-259/E-784-3634,259,784,2019-12-26,2020-12-25,2,259,3,2300
260,Ube-B4/C-260/E-827-2641,260,827,2017-03-22,2018-03-22,1,260,4,1700
261,Ube-B5/C-261/E-491-6824,261,491,2016-05-08,2017-05-08,1,261,5,2100
262,Ube-B6/C-262/E-910-7280,262,910,2018-11-14,2019-11-14,2,262,6,1400
263,Ube-B7/C-263/E-633-4941,263,633,2013-05-05,2014-05-05,0,263,7,900
264,Ube-B8/C-264/E-175-0009,264,175,2017-12-31,2018-12-31,1,264,8,1800
265,Ube-B9/C-265/E-646-1316,265,646,2013-09-17,2014-09-17,3,265,9,2100
266,Ube-B10/C-266/E-489-9571,266,489,2013-04-09,2014-04-09,2,266,10,2100
267,Ube-B11/C-267/E-60-5388,267,60,2019-12-13,2020-12-12,0,267,11,1800
268,Ube-B12/C-268/E-353-8135,268,353,2018-04-02,2019-04-02,2,268,12,1000
269,Ube-B13/C-269/E-267-7988,269,267,2018-05-16,2019-05-16,2,269,13,600
270,Ube-B14/C-270/E-419-8081,270,419,2016-07-15,2017-07-15,0,270,14,800
271,Ube-B15/C-271/E-812-2521,271,812,2019-12-09,2020-12-08,2,271,15,2000
272,Ube-B0/C-272/E-135-2769,272,135,2016-01-20,2017-01-19,3,272,0,1900
273,Ube-B1/C-273/E-680-6380,273,680,2014-08-05,2015-08-05,1,273,1,500
274,Ube-B2/C-274/E-751-6992,274,751,2018-02-17,2019-02-17,0,274,2,2100
275,Ube-B3/C-275/E-387-7243,275,387,2016-09-23,2017-09-23,0,275,3,1500
276,Ube-B4/C-276/E-848-4776,276,848,2016-08-21,2017-08-21,2,276,4,700
277,Ube-B5/C-277/E-898-2882,277,898,2012-12-07,2013-12-07,1,277,5,400
278,Ube-B6/C-278/E-380-7345,278,380,2019-12-15,2020-12-14,3,278,6,1600
279,Ube-B7/C-279/E-993-8497,279,993,2019-10-26,2020-10-25,0,279,7,900
280,Ube-B8/C-280/E-889-5728,280,889,2018-08-29,2019-08-29,0,280,8,1000
281,Ube-B9/C-281/E-440-7413,281,440,2018-06-16,2019-06-16,0,281,9,300
282,Ube-B10/C-282/E-283-8269,282,283,2019-05-09,2020-05-08,2,282,10,2400
283,Ube-B11/C-283/E-929-2953,283,929,2017-04-07,2018-04-07,1,283,11,900
284,Ube-B12/C-284/E-484-5411,284,484,2019-11-07,2020-11-06,0,284,12,1800
285,Ube-B13/C-285/E-414-2104,285,414,2019-03-21,2020-03-20,3,285,13,1500
286,Ube-B14/C-286/E-131-8847,286,131,2019-12-19,2020-12-18,1,286,14,1800
287,Ube-B15/C-287/E-299-8914,287,299,2018-09-05,2019-09-05,0,287,15,2200
288,Ube-B0/C-288/E-46-6256,288,46,2016-05-07,2017-05-07,3,288,0,1300
289,Ube-B1/C-289/E-845-3197,289,845,2019-11-11,2020-11-10,2,289,1,2500
290,Ube-B2/C-290/E-915-0056,290,915,2018-10-20,2019-10-20,1,290,2,800
291,Ube-B3/C-291/E-577-7600,291,577,2014-04-12,2015-04-12,3,291,3,1100
292,Ube-B4/C-292/E-89-1533,292,89,2019-07-08,2020-07-07,1,292,4,1900
293,Ube-B5/C-293/E-241-0878,293,241,2019-11-29,2020-11-28,0,293,5,1200
294,Ube-B6/C-294/E-522-7332,294,522,2015-07-26,2016-07-25,3,294,6,1400
295,Ube-B7/C-295/E-880-9514,295,880,2017-07-27,2018-07-27,1,295,7,700
296,Ube-B8/C-296/E-180-2308,296,180,2017-02-06,2018-02-06,1,296,8,2300
