payment_id,payment_type,payment_amount,payment_date
109,cash,1200,2019-01-23
110,cash,1500,2019-12-30
111,cash,600,2017-06-01
112,cash,600,2018-12-10
113,cash,400,2019-07-23
114,cash,1300,2014-03-21
115,cash,1500,2013-08-02
116,cash,1900,2019-05-27
117,cash,400,2015-05-03
118,cash,2000,2019-03-10
119,cash,1100,2017-07-17
120,cash,1600,2018-07-16
121,cash,500,2019-08-01
122,cash,1600,2017-12-16
123,cash,1300,2016-02-24
124,cash,1600,2014-05-10
125,cash,1500,2019-06-26
126,cash,2500,2019-04-09
127,cash,1300,2019-10-11
128,cash,1300,2018-03-11
129,cash,1700,2019-12-30
130,cash,1100,2018-10-10
131,cash,2400,2012-11-30
132,cash,700,2019-11-18
133,cash,300,2018-06-15
134,cash,1300,2016-12-21
135,cash,2500,2018-03-26
136,cash,2000,2017-11-28
137,cash,1300,2015-12-12
138,cash,1100,2015-01-03
139,cash,2100,2019-02-10
140,cash,2500,2017-01-04
141,cash,700,2016-05-05
142,cash,1200,2017-09-21
143,cash,800,2014-01-13
144,cash,800,2018-05-19
145,cash,1200,2016-08-14
146,cash,1700,2019-01-10
147,cash,2300,2017-10-06
148,cash,600,2014-08-20
149,cash,1900,2016-12-20
150,cash,1200,2019-02-06
151,cash,1900,2019-12-09
152,cash,2500,2018-01-27
153,cash,1500,2016-05-28
154,cash,1800,2017-07-03
155,cash,800,2018-01-05
156,cash,2100,2018-10-30
157,cash,1600,2018-05-19
158,cash,1900,2013-09-21
159,cash,1900,2016-11-08
160,cash,2300,2019-05-18
161,cash,900,2019-09-24
162,cash,2100,2017-02-03
163,cash,700,2016-11-02
164,cash,1800,2019-03-14
165,cash,900,2015-01-04
166,cash,1400,2016-05-08
167,cash,1700,2014-07-01
168,cash,2000,2016-03-13
169,cash,2100,2017-08-23
170,cash,700,2019-12-21
171,cash,600,2014-02-24
172,cash,1500,2014-03-11
173,cash,700,2016-02-04
174,cash,1500,2014-10-27
175,cash,1700,2013-03-20
176,cash,1500,2019-08-24
177,cash,800,2018-04-02
178,cash,1200,2019-08-09
179,cash,800,2013-09-24
180,cash,1600,2019-10-21
181,cash,800,2013-10-26
182,cash,500,2019-08-15
183,cash,900,2015-05-25
184,cash,1500,2019-11-29
185,cash,1700,2019-12-21
186,cash,1100,2012-10-18
187,cash,300,2018-10-01
188,cash,700,2019-08-16
189,cash,1800,2018-09-06
190,cash,2300,2019-12-12
191,cash,600,2019-12-26
192,cash,400,2013-02-27
193,cash,1500,2018-01-05
194,cash,1700,2015-03-28
195,cash,900,2010-08-29
196,cash,500,2017-09-12
197,cash,900,2019-09-02
198,cash,300,2013-08-07
199,cash,1000,2018-09-13
200,cash,1100,2019-06-28
201,cash,700,2019-07-04
202,cash,400,2019-01-03
203,cash,400,2016-11-27
204,cash,2300,2018-02-12
205,cash,1700,2018-10-04
206,cash,1100,2018-02-02
207,cash,300,2019-02-13
208,cash,1800,2014-08-18
209,cash,1500,2019-08-14
210,cash,1300,2013-10-12
211,cash,2300,2015-07-03
212,cash,2000,2017-07-23
213,cash,1300,2015-11-23
214,cash,1200,2018-04-27
215,cash,2300,2019-12-17
216,cash,2400,2018-01-28
217,cash,600,2019-01-04
218,cash,600,2018-09-11
219,cash,500,2019-11-07
220,cash,600,2019-06-20
221,cash,1800,2019-07-20
222,cash,1200,2017-06-18
223,cash,1900,2019-06-29
224,cash,400,2019-06-28
225,cash,1800,2019-02-05
226,cash,300,2017-03-13
227,cash,2200,2017-11-01
228,cash,800,2013-04-20
229,cash,1200,2013-01-28
230,cash,300,2013-03-10
231,cash,1300,2014-11-23
232,cash,1100,2015-11-10
233,cash,1500,2017-04-11
234,cash,700,2014-01-02
235,cash,500,2019-05-17
236,cash,800,2014-10-21
237,cash,1600,2019-08-21
238,cash,2200,2019-12-31
239,cash,2200,2012-05-19
240,cash,1900,2014-05-02
241,cash,1200,2019-01-27
242,cash,1600,2011-03-25
243,cash,2000,2011-10-12
244,cash,300,2017-11-16
245,cash,2500,2013-03-07
246,cash,2400,2019-11-25
247,cash,2400,2018-01-05
248,cash,1400,2019-12-19
249,cash,1200,2016-06-20
250,cash,1000,2017-08-23
251,cash,500,2018-05-31
252,cash,300,2016-10-28
253,cash,700,2019-08-06
254,cash,2300,2018-01-20
255,cash,2500,2012-08-10
256,cash,900,2016-05-20
257,cash,1100,2019-01-29
258,cash,2400,2011-10-16
259,cash,1900,2018-06-17
260,cash,800,2018-12-20
261,cash,1300,2017-02-05
262,cash,2000,2014-04-15
263,cash,2100,2017-03-22
264,cash,2100,2018-11-16
265,cash,2100,2019-07-28
266,cash,1200,2019-09-27
267,cash,1700,2019-03-04
268,cash,1200,2018-07-26
269,cash,1200,2019-12-03
270,cash,600,2019-01-17
271,cash,2300,2015-08-12
272,cash,1600,2017-12-27
273,cash,500,2017-10-28
274,cash,2400,2019-07-22
275,cash,500,2016-07-21
276,cash,1500,2018-10-08
277,cash,1700,2018-11-11
278,cash,1200,2019-08-15
279,cash,2000,2019-11-14
280,cash,1300,2013-02-17
281,cash,1700,2018-09-10
282,cash,1400,2017-03-25
283,cash,2000,2019-11-04
284,cash,400,2016-07-03
285,cash,1400,2018-06-02
286,cash,1200,2019-03-01
287,cash,1100,2017-08-15
288,cash,1500,2018-02-17
289,cash,1500,2019-10-19
290,cash,1800,2018-09-24
291,cash,500,2010-12-29
292,cash,2200,2017-07-25
293,cash,2100,2019-09-07
294,cash,900,2016-12-19
295,cash,2100,2019-01-11
296,cash,1500,2014-04-05
297,cash,300,2016-04-24
298,cash,900,2015-04-08
299,cash,500,2016-01-28
300,cash,1900,2019-07-15
301,cash,1200,2011-11-22
302,cash,600,2015-08-31
303,cash,800,2019-03-06
304,cash,1600,2019-05-18
305,cash,1000,2018-02-10
306,cash,1200,2012-02-16
307,cash,900,2019-12-11
308,cash,1800,2015-08-08
309,cash,300,2019-10-25
310,cash,1300,2017-07-07
311,cash,400,2019-12-22
312,cash,1100,2016-06-28
313,cash,2100,2018-11-23
314,cash,1500,2016-12-29
315,cash,1200,2012-08-25
316,cash,2200,2018-12-12
317,cash,1300,2016-03-19
318,cash,1000,2015-03-13
319,cash,1300,2018-02-27
320,cash,700,2017-12-01
321,cash,1000,2017-06-12
322,cash,600,2017-07-10
323,cash,1100,2019-04-16
324,cash,1600,2016-03-30
325,cash,1800,2018-09-12
326,cash,1500,2019-10-05
327,cash,900,2017-09-11
328,cash,2300,2015-05-27
329,cash,2000,2016-01-09
330,cash,1100,2018-12-26
331,cash,1000,2019-04-06
332,cash,1300,2012-08-17
333,cash,1000,2019-09-05
334,cash,500,2011-03-07
335,cash,700,2019-10-01
336,cash,1100,2019-04-07
337,cash,2300,2019-11-03
338,cash,2100,2019-11-14
339,cash,2000,2011-10-22
340,cash,900,2018-11-11
341,cash,2300,2017-03-12
342,cash,800,2015-07-05
343,cash,2300,2017-09-29
344,cash,400,2016-10-31
345,cash,1500,2019-03-18
346,cash,1400,2018-08-29
347,cash,1100,2016-09-01
348,cash,1000,2019-11-07
349,cash,700,2018-04-26
350,cash,2500,2019-02-27
351,cash,1400,2019-07-29
352,cash,300,2019-09-05
353,cash,1400,2019-11-26
354,cash,2000,2019-11-09
355,cash,900,2016-12-10
356,cash,900,2014-07-07
357,cash,1300,2017-06-12
358,cash,1100,2017-01-15
359,cash,1700,2018-06-23
360,cash,2500,2015-02-17
361,cash,1200,2017-10-13
362,cash,800,2015-07-20
363,cash,2500,2019-01-28
364,cash,2500,2019-12-29
365,cash,900,2019-08-29
366,cash,1600,2019-10-15
367,cash,2400,2019-10-04
368,cash,800,2018-09-12
369,cash,900,2015-02-08
370,cash,700,2019-04-16
371,cash,2300,2018-10-15
372,cash,1900,2019-10-19
373,cash,300,2018-06-01
374,cash,1900,2019-10-19
375,cash,2100,2014-05-26
376,cash,1800,2013-04-03
377,cash,700,2019-04-29
378,cash,400,2017-10-26
379,cash,2100,2018-01-22
380,cash,1100,2014-12-28
381,cash,2500,2015-04-17
382,cash,2100,2019-11-10
383,cash,1700,2016-11-01
384,cash,600,2014-09-23
385,cash,1600,2016-01-07
386,cash,2300,2017-12-25
387,cash,1900,2018-05-20
388,cash,700,2019-06-09
389,cash,1700,2017-09-23
390,cash,2400,2011-04-09
391,cash,1500,2017-04-27
392,cash,1400,2019-05-17
393,cash,1100,2015-12-18
394,cash,600,2018-04-04
395,cash,900,2019-09-16
396,cash,700,2017-10-18
397,cash,900,2016-11-29
398,cash,1300,2017-03-23
399,cash,1300,2019-08-01
400,cash,700,2019-09-08
401,cash,600,2015-03-10
402,cash,800,2019-05-04
403,cash,1600,2018-02-05
404,cash,2400,2018-12-01
405,cash,2500,2019-06-12
406,cash,1100,2019-09-25
407,cash,800,2017-08-26
408,cash,1500,2013-06-17
409,cash,2400,2011-12-04
410,cash,2300,2019-07-22
411,cash,1300,2013-04-12
412,cash,2000,2016-12-18
413,cash,2200,2013-02-04
414,cash,2500,2019-08-16
415,cash,1500,2019-08-07
416,cash,2000,2018-04-14
417,cash,2200,2017-02-17
418,cash,1600,2019-11-21
419,cash,1900,2019-12-15
420,cash,300,2019-08-03
421,cash,400,2018-06-12
422,cash,1600,2019-08-01
423,cash,1600,2018-08-25
424,cash,700,2019-08-31
425,cash,1400,2016-04-29
426,cash,1700,2015-02-15
427,cash,1300,2019-01-02
428,cash,1600,2019-04-07
429,cash,2100,2011-12-08
430,cash,700,2017-10-29
431,cash,1600,2014-11-29
432,cash,900,2018-11-28
433,cash,1900,2019-04-23
434,cash,300,2017-05-18
435,cash,1400,2013-11-08
436,cash,600,2019-11-13
437,cash,2500,2014-10-15
438,cash,1100,2018-06-15
439,cash,1500,2016-11-28
440,cash,2400,2015-06-25
441,cash,1600,2018-01-22
442,cash,400,2018-02-04
443,cash,2200,2016-01-27
444,cash,2500,2015-09-06
445,cash,1800,2013-06-09
446,cash,1000,2018-01-05
447,cash,1500,2016-10-04
448,cash,900,2019-07-27
449,cash,2200,2017-06-26
450,cash,600,2016-06-02
451,cash,800,2019-09-06
452,cash,2200,2017-08-19
453,cash,1400,2018-01-25
454,cash,2300,2017-07-03
455,cash,1700,2019-02-26
456,cash,1500,2019-05-25
457,cash,800,2019-11-03
458,cash,1100,2015-05-15
459,cash,1100,2015-02-15
460,cash,1300,2018-04-09
461,cash,1700,2018-06-22
462,cash,600,2019-04-27
463,cash,2000,2019-09-11
464,cash,1200,2019-12-24
465,cash,1600,2016-06-26
466,cash,2000,2017-05-25
467,cash,2400,2016-07-14
468,cash,400,2019-11-24
469,cash,1800,2017-10-15
470,cash,1000,2019-11-10
471,cash,2300,2015-03-11
472,cash,1900,2017-04-05
473,cash,400,2012-04-07
474,cash,2100,2016-03-22
475,cash,1000,2014-09-02
476,cash,2400,2019-11-24
477,cash,2500,2012-03-16
478,cash,2000,2014-08-21
479,cash,1000,2018-06-05
480,cash,700,2011-07-09
481,cash,2400,2018-08-01
482,cash,1800,2012-03-06
483,cash,2100,2017-07-31
484,cash,2500,2017-08-05
485,cash,1700,2015-05-27
486,cash,1500,2018-09-12
487,cash,2100,2014-04-14
488,cash,600,2017-06-11
489,cash,1500,2016-07-05
490,cash,1100,2014-03-07
491,cash,700,2015-06-28
492,cash,500,2019-09-18
493,cash,1700,2012-04-30
494,cash,700,2019-11-18
495,cash,1900,2019-10-16
496,cash,1300,2019-04-18
497,cash,2100,2018-11-25
498,cash,2300,2017-10-17
499,cash,300,2016-01-27
500,cash,2100,2018-10-06
501,cash,2100,2015-03-02
502,cash,1600,2015-04-24
503,cash,1900,2013-02-19
504,cash,1700,2015-10-12
505,cash,2100,2019-09-05
506,cash,1800,2018-10-23
507,cash,500,2019-05-09
508,cash,700,2018-10-28
509,cash,300,2019-06-12
510,cash,700,2017-04-17
511,cash,1600,2019-11-18
512,cash,1300,2018-02-27
513,cash,1400,2019-12-24
514,cash,2000,2019-02-25
515,cash,1700,2017-12-01
516,cash,600,2019-12-18
517,cash,1700,2017-07-04
518,cash,300,2018-03-23
519,cash,2100,2019-05-27
520,cash,1900,2016-11-18
521,cash,900,2014-12-05
522,cash,300,2019-11-15
523,cash,300,2019-08-17
524,cash,700,2019-11-28
525,cash,1600,2019-07-20
526,cash,2500,2017-05-04
527,cash,1500,2019-11-07
528,cash,700,2014-03-22
529,cash,500,2018-12-06
530,cash,1000,2017-04-22
531,cash,2500,2014-08-04
532,cash,900,2016-06-03
533,cash,2000,2018-07-09
534,cash,1700,2015-07-02
535,cash,2300,2019-07-11
536,cash,2300,2018-05-02
537,cash,1500,2019-07-09
538,cash,2500,2018-03-08
539,cash,1200,2018-02-14
540,cash,400,2017-01-02
541,cash,2500,2017-12-13
542,cash,2200,2012-02-14
543,cash,1100,2018-07-28
544,cash,1600,2018-02-26
545,cash,400,2018-08-10
546,cash,800,2018-04-22
547,cash,1900,2019-08-06
548,cash,700,2018-03-22
549,cash,2100,2013-05-13
550,cash,2500,2019-12-29
551,cash,1700,2011-12-04
552,cash,2400,2019-01-19
553,cash,400,2019-03-28
554,cash,1000,2017-02-01
555,cash,600,2019-12-18
556,cash,1300,2013-01-14
557,cash,1100,2016-04-20
558,cash,2500,2016-05-19
559,cash,2300,2017-03-08
560,cash,700,2015-08-13
561,cash,2400,2015-12-23
562,cash,800,2015-06-14
563,cash,1900,2017-01-02
564,cash,1100,2015-05-02
565,cash,600,2019-09-26
566,cash,300,2018-03-30
567,cash,900,2019-05-11
568,cash,1400,2015-07-10
569,cash,500,2017-06-14
570,cash,500,2018-02-20
571,cash,400,2018-06-01
572,cash,2000,2017-02-26
573,cash,1500,2018-03-13
574,cash,2400,2019-05-24
575,cash,2200,2015-11-24
576,cash,2500,2013-05-13
577,cash,1800,2015-07-11
578,cash,300,2019-04-02
579,cash,1900,2018-05-11
580,cash,1900,2013-11-27
581,cash,1200,2019-03-17
582,cash,1400,2017-06-07
583,cash,1400,2015-11-09
584,cash,1700,2019-07-27
585,cash,900,2018-02-15
586,cash,2100,2018-09-29
587,cash,1600,2019-10-11
588,cash,2200,2019-07-20
589,cash,2400,2012-01-05
590,cash,2000,2014-02-23
591,cash,2200,2017-08-16
592,cash,300,2015-05-20
593,cash,2100,2014-09-25
594,cash,800,2019-09-06
595,cash,900,2017-10-09
596,cash,1200,2014-11-11
597,cash,800,2018-01-01
598,cash,1600,2019-12-21
599,cash,600,2019-11-13
600,cash,2200,2017-06-27
601,cash,400,2016-11-14
602,cash,700,2018-11-18
603,cash,1500,2012-09-07
604,cash,1500,2019-12-21
605,cash,1200,2017-12-11
606,cash,1700,2017-01-23
607,cash,1800,2017-08-09
608,cash,300,2013-07-21
609,cash,1400,2016-02-14
610,cash,1200,2019-08-25
611,cash,2200,2013-09-01
612,cash,600,2018-11-22
613,cash,1800,2019-09-14
614,cash,1300,2011-11-18
615,cash,1100,2014-06-01
616,cash,1700,2019-05-22
617,cash,1800,2019-11-06
618,cash,1300,2019-12-27
619,cash,2400,2019-11-23
620,cash,500,2019-12-10
621,cash,1500,2019-12-23
622,cash,2400,2017-09-19
623,cash,1200,2018-12-05
624,cash,1600,2018-12-14
625,cash,1900,2011-02-24
626,cash,1700,2018-03-28
627,cash,2300,2014-08-05
628,cash,300,2017-04-05
629,cash,1300,2015-10-18
630,cash,2100,2018-06-15
631,cash,2300,2018-06-02
632,cash,1700,2018-09-29
633,cash,1200,2019-09-29
634,cash,2000,2017-09-11
635,cash,2500,2013-06-14
636,cash,300,2016-05-18
637,cash,600,2018-06-12
638,cash,1600,2017-11-20
639,cash,1400,2013-06-17
640,cash,900,2016-11-17
641,cash,700,2018-06-12
642,cash,1300,2019-06-28
643,cash,2000,2016-12-29
644,cash,1000,2019-09-05
645,cash,2400,2015-01-20
646,cash,400,2018-11-10
647,cash,2200,2019-07-07
648,cash,500,2017-09-09
649,cash,800,2019-01-08
650,cash,600,2013-02-20
651,cash,800,2015-11-04
652,cash,400,2013-08-26
653,cash,700,2012-05-30
654,cash,1000,2019-03-18
655,cash,300,2019-09-17
656,cash,2400,2019-10-24
657,cash,1200,2019-09-13
658,cash,700,2015-01-27
659,cash,2500,2016-02-10
660,cash,1600,2019-10-04
661,cash,300,2018-01-27
662,cash,1500,2019-07-05
663,cash,1300,2019-11-29
664,cash,1500,2016-07-19
665,cash,2200,2019-05-06
666,cash,2100,2014-02-21
667,cash,1100,2017-11-27
668,cash,1100,2019-10-07
669,cash,2200,2015-02-06
670,cash,1000,2018-01-26
671,cash,900,2019-04-27
672,cash,300,2016-08-18
673,cash,1700,2019-03-07
674,cash,800,2018-10-17
675,cash,2300,2018-07-18
676,cash,300,2018-03-07
677,cash,2400,2016-10-01
678,cash,300,2019-09-06
679,cash,2300,2017-04-21
680,cash,1400,2018-08-30
681,cash,1700,2012-01-31
682,cash,2300,2016-04-16
683,cash,2100,2019-03-16
684,cash,2200,2017-03-25
685,cash,1500,2019-09-29
686,cash,2100,2019-12-15
687,cash,400,2019-12-16
688,cash,500,2018-12-21
689,cash,800,2018-04-01
690,cash,1500,2016-03-09
691,cash,400,2019-05-23
692,cash,2400,2015-03-13
693,cash,700,2018-10-19
694,cash,1300,2019-09-20
695,cash,2400,2017-08-02
696,cash,700,2015-08-14
697,cash,400,2019-12-22
698,cash,300,2017-03-12
699,cash,1500,2015-03-13
700,cash,2000,2018-03-31
701,cash,300,2019-09-18
702,cash,900,2019-06-17
703,cash,1600,2019-12-02
704,cash,300,2019-12-19
705,cash,1400,2019-02-14
706,cash,600,2016-08-02
707,cash,1500,2019-11-11
708,cash,2000,2017-11-28
709,cash,1800,2019-09-24
710,cash,1900,2019-12-01
711,cash,2300,2019-11-16
712,cash,500,2019-01-30
713,cash,300,2012-12-03
714,cash,400,2013-10-09
715,cash,2300,2019-07-22
716,cash,1600,2014-08-12
717,cash,1000,2016-06-17
718,cash,1100,2019-07-16
719,cash,1800,2017-01-02
720,cash,700,2018-08-31
721,cash,300,2019-09-17
722,cash,1000,2018-08-25
723,cash,2400,2014-12-07
724,cash,400,2018-05-19
725,cash,1200,2018-11-22
726,cash,2500,2015-09-02
727,cash,1200,2017-08-01
728,cash,2500,2018-06-19
729,cash,500,2019-06-03
730,cash,2200,2019-03-08
731,cash,1700,2017-01-10
732,cash,500,2018-12-14
733,cash,1300,2018-04-28
734,cash,1100,2019-11-17
735,cash,400,2019-02-07
736,cash,500,2018-05-18
737,cash,300,2013-08-22
738,cash,900,2015-01-14
739,cash,1200,2017-08-08
740,cash,2300,2015-12-02
741,cash,1800,2019-03-20
742,cash,1700,2016-01-17
743,cash,1600,2013-08-06
744,cash,1900,2019-07-18
745,cash,700,2018-03-30
746,cash,300,2015-06-04
747,cash,2500,2018-02-01
748,cash,600,2014-10-24
749,cash,2000,2018-03-31
750,cash,2000,2017-07-06
751,cash,600,2018-10-13
752,cash,1600,2014-03-22
753,cash,2300,2018-01-15
754,cash,1800,2016-09-14
755,cash,600,2012-04-19
756,cash,600,2013-06-03
757,cash,300,2016-05-19
758,cash,400,2019-05-11
759,cash,1300,2012-09-13
760,cash,700,2019-01-18
761,cash,800,2018-03-22
762,cash,1700,2017-03-11
763,cash,400,2018-09-21
764,cash,1500,2017-04-27
765,cash,1000,2015-09-15
766,cash,500,2013-04-28
767,cash,300,2013-09-07
768,cash,2500,2015-06-18
769,cash,800,2017-02-02
770,cash,1600,2019-05-22
771,cash,800,2018-05-03
772,cash,1600,2019-01-19
773,cash,1100,2015-10-08
774,cash,600,2017-08-03
775,cash,500,2019-11-22
776,cash,1300,2014-12-30
777,cash,700,2019-09-10
778,cash,1700,2018-02-28
779,cash,400,2018-09-27
780,cash,2300,2014-10-18
781,cash,1400,2018-08-24
782,cash,2300,2019-04-23
783,cash,600,2016-07-17
784,cash,1300,2019-06-17
785,cash,300,2016-03-19
786,cash,1600,2018-12-07
787,cash,1200,2019-03-10
788,cash,2000,2018-08-10
789,cash,1700,2013-02-12
790,cash,1500,2019-11-25
791,cash,1400,2017-12-31
792,cash,2400,2019-11-03
793,cash,1300,2016-02-14
794,cash,500,2019-04-01
795,cash,2400,2018-06-11
796,cash,2200,2019-10-07
797,cash,2000,2010-05-25
798,cash,400,2016-08-04
799,cash,2100,2018-01-10
800,cash,300,2017-12-08
801,cash,400,2019-08-19
802,cash,600,2019-05-24
803,cash,2000,2019-07-21
804,cash,2000,2017-11-16
805,cash,1500,2016-11-07
806,cash,2400,2011-02-18
807,cash,1800,2015-03-10
808,cash,1000,2019-07-29
809,cash,400,2017-06-13
810,cash,700,2018-06-04
811,cash,900,2014-08-02
812,cash,1000,2019-02-04
813,cash,2500,2018-12-12
814,cash,1800,2016-10-11
815,cash,1900,2019-12-29
816,cash,2100,2019-12-02
817,cash,1700,2018-06-06
818,cash,300,2017-01-20
819,cash,1600,2018-11-17
820,cash,2000,2019-07-29
821,cash,1900,2013-06-14
822,cash,1700,2017-08-12
823,cash,1700,2013-01-28
824,cash,900,2018-10-30
825,cash,800,2018-09-30
826,cash,1200,2016-11-10
827,cash,1800,2012-07-11
828,cash,800,2019-04-08
829,cash,2200,2016-08-20
830,cash,400,2018-06-29
831,cash,2400,2013-06-22
832,cash,1400,2012-05-14
833,cash,1800,2016-08-23
834,cash,500,2019-02-03
835,cash,300,2019-09-02
836,cash,1000,2019-07-18
837,cash,1400,2019-03-24
838,cash,1000,2019-11-05
839,cash,2300,2019-12-31
840,cash,1700,2018-06-11
841,cash,2400,2017-03-07
842,cash,2100,2015-10-26
843,cash,2000,2018-04-22
844,cash,1900,2019-03-10
845,cash,1700,2018-10-08
846,cash,1600,2018-02-18
847,cash,1800,2013-12-01
848,cash,1500,2019-12-24
849,cash,500,2016-10-26
850,cash,900,2019-07-14
851,cash,1900,2016-05-03
852,cash,400,2013-02-01
853,cash,1900,2014-07-17
854,cash,2400,2019-09-27
855,cash,2100,2018-08-01
856,cash,1100,2010-11-27
857,cash,1300,2017-09-28
858,cash,1500,2019-12-06
859,cash,2100,2014-12-20
860,cash,2400,2017-10-01
861,cash,600,2018-09-18
862,cash,2500,2018-04-21
863,cash,1600,2019-07-31
864,cash,1700,2019-12-13
865,cash,2000,2018-08-14
866,cash,300,2018-06-11
867,cash,1700,2017-01-12
868,cash,2500,2019-04-14
869,cash,1500,2019-03-15
870,cash,900,2019-04-12
871,cash,1800,2013-01-03
872,cash,2500,2014-08-25
873,cash,2500,2018-03-19
874,cash,400,2018-04-30
875,cash,1200,2019-08-30
876,cash,300,2015-03-30
877,cash,600,2012-06-09
878,cash,1400,2019-06-17
879,cash,1400,2017-04-20
880,cash,2500,2017-10-05
881,cash,2200,2019-04-26
882,cash,2000,2018-10-31
883,cash,500,2017-02-17
884,cash,800,2018-12-16
885,cash,1700,2014-06-08
886,cash,1400,2013-12-27
887,cash,300,2017-12-23
888,cash,1000,2014-01-04
889,cash,1200,2015-07-11
890,cash,2300,2017-06-01
891,cash,2200,2019-07-13
892,cash,2200,2018-04-24
893,cash,1000,2016-07-24
894,cash,1200,2018-10-03
895,cash,400,2017-07-25
896,cash,2000,2017-07-16
897,cash,1100,2019-11-08
898,cash,2100,2019-03-27
899,cash,2500,2019-05-13
900,cash,2300,2016-09-24
901,cash,400,2017-08-13
902,cash,2100,2018-06-11
903,cash,1800,2018-02-05
904,cash,600,2019-12-05
905,cash,1100,2019-02-15
906,cash,500,2019-10-18
907,cash,2300,2017-05-11
908,cash,1700,2016-10-12
909,cash,1400,2017-04-07
910,cash,400,2017-08-31
911,cash,1300,2013-03-28
912,cash,2200,2014-07-04
913,cash,1800,2016-02-09
914,cash,2200,2014-06-02
915,cash,300,2017-05-30
916,cash,1500,2014-02-03
917,cash,600,2014-07-29
918,cash,2500,2018-07-29
919,cash,2100,2018-07-16
920,cash,1800,2017-10-03
921,cash,1100,2019-01-11
922,cash,1900,2017-08-05
923,cash,2400,2018-04-29
924,cash,1700,2017-02-25
925,cash,2200,2010-09-20
926,cash,2500,2018-02-07
927,cash,1300,2018-04-10
928,cash,800,2013-01-07
929,cash,1700,2016-12-05
930,cash,2400,2017-08-29
931,cash,2000,2013-05-14
932,cash,1400,2019-06-20
933,cash,2000,2017-01-04
934,cash,600,2017-06-10
935,cash,800,2019-09-09
936,cash,1200,2018-09-16
937,cash,2300,2015-04-29
938,cash,1700,2017-10-17
939,cash,2500,2019-09-30
940,cash,600,2018-06-19
941,cash,1700,2019-08-15
942,cash,1500,2018-08-04
943,cash,300,2014-02-14
944,cash,1700,2019-05-05
945,cash,300,2012-10-19
946,cash,600,2019-12-29
947,cash,700,2014-01-05
948,cash,1300,2017-12-06
949,cash,1100,2019-07-11
