insurance_id,insurance_number,client_id,employee_id,begin_date,expiration_date,insuranceType_id,payment_id,branch_id,price
44,Ube-B12/C-44/E-813-9396,44,813,2019-01-10,2020-01-10,3,44,12,2500
45,Ube-B13/C-45/E-852-8650,45,852,2017-03-06,2018-03-06,1,45,13,1100
46,Ube-B14/C-46/E-34-1118,46,34,2014-11-09,2015-11-09,2,46,14,1100
47,Ube-B15/C-47/E-220-1641,47,220,2016-09-27,2017-09-27,3,47,15,700
48,Ube-B0/C-48/E-229-3981,48,229,2018-01-14,2019-01-14,2,48,0,1900
49,Ube-B1/C-49/E-736-9427,49,736,2013-07-18,2014-07-18,0,49,1,1600
50,Ube-B2/C-50/E-328-6402,50,328,2018-05-01,2019-05-01,0,50,2,500
51,Ube-B3/C-51/E-561-6339,51,561,2019-11-22,2020-11-21,0,51,3,1000
52,Ube-B4/C-52/E-332-8176,52,332,2019-06-02,2020-06-01,1,52,4,1400
53,Ube-B5/C-53/E-59-7165,53,59,2018-12-09,2019-12-09,2,53,5,2300
54,Ube-B6/C-54/E-466-4029,54,466,2019-03-20,2020-03-19,3,54,6,1000
55,Ube-B7/C-55/E-354-5498,55,354,2019-09-10,2020-09-09,0,55,7,2300
56,Ube-B8/C-56/E-601-2769,56,601,2014-01-10,2015-01-10,1,56,8,1100
57,Ube-B9/C-57/E-658-0718,57,658,2019-10-20,2020-10-19,0,57,9,900
58,Ube-B10/C-58/E-831-9830,58,831,2019-11-30,2020-11-29,2,58,10,2100
59,Ube-B11/C-59/E-227-4321,59,227,2015-11-11,2016-11-10,2,59,11,800
60,Ube-B12/C-60/E-402-3023,60,402,2017-10-15,2018-10-15,0,60,12,300
61,Ube-B13/C-61/E-207-1727,61,207,2019-06-02,2020-06-01,3,61,13,1200
62,Ube-B14/C-62/E-984-2907,62,984,2017-07-13,2018-07-13,3,62,14,1900
63,Ube-B15/C-63/E-613-2720,63,613,2019-07-27,2020-07-26,1,63,15,1400
64,Ube-B0/C-64/E-553-2263,64,553,2015-11-09,2016-11-08,0,64,0,2000
65,Ube-B1/C-65/E-526-7025,65,526,2016-02-04,2017-02-03,3,65,1,1600
66,Ube-B2/C-66/E-892-7174,66,892,2013-07-25,2014-07-25,3,66,2,1300
67,Ube-B3/C-67/E-887-3272,67,887,2015-12-17,2016-12-16,1,67,3,1100
68,Ube-B4/C-68/E-295-8764,68,295,2016-10-19,2017-10-19,3,68,4,2500
69,Ube-B5/C-69/E-984-1115,69,984,2017-12-28,2018-12-28,3,69,5,400
70,Ube-B6/C-70/E-464-2199,70,464,2018-03-10,2019-03-10,1,70,6,1400
71,Ube-B7/C-71/E-417-8309,71,417,2016-05-10,2017-05-10,0,71,7,300
72,Ube-B8/C-72/E-83-3087,72,83,2019-10-31,2020-10-30,3,72,8,1200
73,Ube-B9/C-73/E-542-5547,73,542,2019-07-04,2020-07-03,0,73,9,400
74,Ube-B10/C-74/E-719-9275,74,719,2015-05-08,2016-05-07,1,74,10,1400
75,Ube-B11/C-75/E-718-8749,75,718,2017-07-31,2018-07-31,2,75,11,1500
76,Ube-B12/C-76/E-40-9363,76,40,2016-09-18,2017-09-18,3,76,12,2100
77,Ube-B13/C-77/E-34-4241,77,34,2017-06-25,2018-06-25,0,77,13,1800
78,Ube-B14/C-78/E-8-0491,78,8,2019-10-26,2020-10-25,0,78,14,1100
79,Ube-B15/C-79/E-524-3059,79,524,2019-05-11,2020-05-10,0,79,15,400
80,Ube-B0/C-80/E-162-5790,80,162,2016-03-20,2017-03-20,3,80,0,800
81,Ube-B1/C-81/E-752-6476,81,752,2018-12-03,2019-12-03,3,81,1,1700
82,Ube-B2/C-82/E-586-3582,82,586,2019-08-28,2020-08-27,2,82,2,700
83,Ube-B3/C-83/E-365-2052,83,365,2015-12-29,2016-12-28,1,83,3,2000
84,Ube-B4/C-84/E-369-5885,84,369,2019-12-18,2020-12-17,3,84,4,2100
85,Ube-B5/C-85/E-801-6055,85,801,2017-02-11,2018-02-11,2,85,5,2500
86,Ube-B6/C-86/E-23-3426,86,23,2018-07-08,2019-07-08,1,86,6,1600
87,Ube-B7/C-87/E-592-0460,87,592,2017-06-15,2018-06-15,2,87,7,1800
88,Ube-B8/C-88/E-277-4716,88,277,2018-10-27,2019-10-27,3,88,8,2500
89,Ube-B9/C-89/E-884-3551,89,884,2019-11-12,2020-11-11,0,89,9,600
90,Ube-B10/C-90/E-210-6294,90,210,2012-11-06,2013-11-06,1,90,10,2100
91,Ube-B11/C-91/E-36-7114,91,36,2019-10-31,2020-10-30,3,91,11,800
92,Ube-B12/C-92/E-827-1037,92,827,2014-08-11,2015-08-11,3,92,12,2200
93,Ube-B13/C-93/E-15-1470,93,15,2018-11-02,2019-11-02,3,93,13,1600
94,Ube-B14/C-94/E-399-4412,94,399,2019-04-30,2020-04-29,1,94,14,800
95,Ube-B15/C-95/E-503-6240,95,503,2019-04-10,2020-04-09,2,95,15,1000
96,Ube-B0/C-96/E-723-3164,96,723,2019-11-24,2020-11-23,1,96,0,2500
97,Ube-B1/C-97/E-352-5257,97,352,2014-01-17,2015-01-17,3,97,1,400
98,Ube-B2/C-98/E-171-3547,98,171,2017-07-02,2018-07-02,1,98,2,1500
99,Ube-B3/C-99/E-578-5561,99,578,2017-09-05,2018-09-05,3,99,3,1500
100,Ube-B4/C-100/E-608-1703,100,608,2019-10-20,2020-10-19,3,100,4,1100
101,Ube-B5/C-101/E-851-9176,101,851,2016-11-07,2017-11-07,0,101,5,300
102,Ube-B6/C-102/E-976-8387,102,976,2017-01-05,2018-01-05,0,102,6,2000
103,Ube-B7/C-103/E-508-0519,103,508,2019-02-13,2020-02-13,0,103,7,1000
104,Ube-B8/C-104/E-223-5607,104,223,2017-10-25,2018-10-25,2,104,8,1000
105,Ube-B9/C-105/E-143-8367,105,143,2017-04-27,2018-04-27,1,105,9,2400
106,Ube-B10/C-106/E-256-1638,106,256,2016-10-25,2017-10-25,3,106,10,1800
107,Ube-B11/C-107/E-42-5537,107,42,2018-05-16,2019-05-16,0,107,11,1400
108,Ube-B12/C-108/E-488-1872,108,488,2015-09-10,2016-09-09,2,108,12,2100
109,Ube-B13/C-109/E-744-0454,109,744,2019-01-23,2020-01-23,1,109,13,400
110,Ube-B14/C-110/E-5-8890,110,5,2019-12-30,2020-12-29,2,110,14,1100
111,Ube-B15/C-111/E-576-8796,111,576,2017-06-01,2018-06-01,3,111,15,2000
112,Ube-B0/C-112/E-757-9122,112,757,2018-12-10,2019-12-10,3,112,0,2100
113,Ube-B1/C-113/E-349-2597,113,349,2019-07-23,2020-07-22,1,113,1,2500
114,Ube-B2/C-114/E-539-2130,114,539,2014-03-21,2015-03-21,3,114,2,1400
115,Ube-B3/C-115/E-912-7419,115,912,2013-08-02,2014-08-02,1,115,3,500
116,Ube-B4/C-116/E-922-0233,116,922,2019-05-27,2020-05-26,3,116,4,1700
117,Ube-B5/C-117/E-37-2512,117,37,2015-05-03,2016-05-02,2,117,5,2200
118,Ube-B6/C-118/E-699-5827,118,699,2019-03-10,2020-03-09,1,118,6,900
119,Ube-B7/C-119/E-93-2019,119,93,2017-07-17,2018-07-17,1,119,7,1600
120,Ube-B8/C-120/E-208-5638,120,208,2018-07-16,2019-07-16,2,120,8,800
121,Ube-B9/C-121/E-240-0317,121,240,2019-08-01,2020-07-31,2,121,9,2200
122,Ube-B10/C-122/E-256-3894,122,256,2017-12-16,2018-12-16,3,122,10,1500
123,Ube-B11/C-123/E-415-8401,123,415,2016-02-24,2017-02-23,0,123,11,300
124,Ube-B12/C-124/E-185-4414,124,185,2014-05-10,2015-05-10,0,124,12,2500
125,Ube-B13/C-125/E-947-9545,125,947,2019-06-26,2020-06-25,3,125,13,1800
126,Ube-B14/C-126/E-112-5787,126,112,2019-04-09,2020-04-08,1,126,14,2300
127,Ube-B15/C-127/E-482-4310,127,482,2019-10-11,2020-10-10,2,127,15,1100
128,Ube-B0/C-128/E-216-8009,128,216,2018-03-11,2019-03-11,1,128,0,1200
129,Ube-B1/C-129/E-248-8236,129,248,2019-12-30,2020-12-29,3,129,1,1100
130,Ube-B2/C-130/E-770-3169,130,770,2018-10-10,2019-10-10,2,130,2,1900
131,Ube-B3/C-131/E-217-1014,131,217,2012-11-30,2013-11-30,1,131,3,2500
132,Ube-B4/C-132/E-322-1006,132,322,2019-11-18,2020-11-17,3,132,4,2500
133,Ube-B5/C-133/E-441-0153,133,441,2018-06-15,2019-06-15,0,133,5,1600
134,Ube-B6/C-134/E-916-8215,134,916,2016-12-21,2017-12-21,2,134,6,2000
135,Ube-B7/C-135/E-986-4891,135,986,2018-03-26,2019-03-26,2,135,7,1700
136,Ube-B8/C-136/E-70-7704,136,70,2017-11-28,2018-11-28,1,136,8,1700
137,Ube-B9/C-137/E-218-6236,137,218,2015-12-12,2016-12-11,3,137,9,1600
138,Ube-B10/C-138/E-251-5023,138,251,2015-01-03,2016-01-03,2,138,10,2200
139,Ube-B11/C-139/E-991-0841,139,991,2019-02-10,2020-02-10,1,139,11,1400
140,Ube-B12/C-140/E-70-4036,140,70,2017-01-04,2018-01-04,2,140,12,2000
141,Ube-B13/C-141/E-867-3278,141,867,2016-05-05,2017-05-05,1,141,13,500
142,Ube-B14/C-142/E-43-4740,142,43,2017-09-21,2018-09-21,2,142,14,2400
143,Ube-B15/C-143/E-785-2515,143,785,2014-01-13,2015-01-13,0,143,15,900
144,Ube-B0/C-144/E-642-5531,144,642,2018-05-19,2019-05-19,3,144,0,300
145,Ube-B1/C-145/E-406-1469,145,406,2016-08-14,2017-08-14,1,145,1,2400
146,Ube-B2/C-146/E-513-0489,146,513,2019-01-10,2020-01-10,2,146,2,1600
147,Ube-B3/C-147/E-922-8204,147,922,2017-10-06,2018-10-06,0,147,3,1500
148,Ube-B4/C-148/E-912-0730,148,912,2014-08-20,2015-08-20,1,148,4,1500
149,Ube-B5/C-149/E-813-6735,149,813,2016-12-20,2017-12-20,1,149,5,1300
150,Ube-B6/C-150/E-699-5325,150,699,2019-02-06,2020-02-06,2,150,6,800
151,Ube-B7/C-151/E-297-7797,151,297,2019-12-09,2020-12-08,1,151,7,2100
152,Ube-B8/C-152/E-530-8541,152,530,2018-01-27,2019-01-27,2,152,8,800
153,Ube-B9/C-153/E-824-1781,153,824,2016-05-28,2017-05-28,1,153,9,300
154,Ube-B10/C-154/E-397-0678,154,397,2017-07-03,2018-07-03,2,154,10,1700
155,Ube-B11/C-155/E-814-6906,155,814,2018-01-05,2019-01-05,0,155,11,2500
156,Ube-B12/C-156/E-158-4684,156,158,2018-10-30,2019-10-30,1,156,12,1500
157,Ube-B13/C-157/E-657-3750,157,657,2018-05-19,2019-05-19,3,157,13,700
158,Ube-B14/C-158/E-833-0702,158,833,2013-09-21,2014-09-21,2,158,14,1300
159,Ube-B15/C-159/E-0-3424,159,0,2016-11-08,2017-11-08,2,159,15,2200
160,Ube-B0/C-160/E-789-4017,160,789,2019-05-18,2020-05-17,1,160,0,1200
161,Ube-B1/C-161/E-650-8243,161,650,2019-09-24,2020-09-23,1,161,1,1900
162,Ube-B2/C-162/E-827-5974,162,827,2017-02-03,2018-02-03,0,162,2,800
163,Ube-B3/C-163/E-710-8399,163,710,2016-11-02,2017-11-02,3,163,3,1200
164,Ube-B4/C-164/E-822-0743,164,822,2019-03-14,2020-03-13,0,164,4,1000
165,Ube-B5/C-165/E-325-2127,165,325,2015-01-04,2016-01-04,3,165,5,1800
166,Ube-B6/C-166/E-67-1899,166,67,2016-05-08,2017-05-08,0,166,6,1700
167,Ube-B7/C-167/E-486-0831,167,486,2014-07-01,2015-07-01,3,167,7,1100
168,Ube-B8/C-168/E-161-2713,168,161,2016-03-13,2017-03-13,1,168,8,2000
169,Ube-B9/C-169/E-542-0754,169,542,2017-08-23,2018-08-23,0,169,9,2000
170,Ube-B10/C-170/E-587-1928,170,587,2019-12-21,2020-12-20,3,170,10,600
171,Ube-B11/C-171/E-909-7128,171,909,2014-02-24,2015-02-24,3,171,11,2300
172,Ube-B12/C-172/E-105-4835,172,105,2014-03-11,2015-03-11,2,172,12,2200
173,Ube-B13/C-173/E-775-4139,173,775,2016-02-04,2017-02-03,0,173,13,1300
174,Ube-B14/C-174/E-659-1582,174,659,2014-10-27,2015-10-27,1,174,14,2400
175,Ube-B15/C-175/E-471-8120,175,471,2013-03-20,2014-03-20,3,175,15,1700
176,Ube-B0/C-176/E-616-2614,176,616,2019-08-24,2020-08-23,1,176,0,900
177,Ube-B1/C-177/E-837-2449,177,837,2018-04-02,2019-04-02,1,177,1,800
178,Ube-B2/C-178/E-607-1673,178,607,2019-08-09,2020-08-08,0,178,2,2000
179,Ube-B3/C-179/E-129-3007,179,129,2013-09-24,2014-09-24,3,179,3,700
180,Ube-B4/C-180/E-908-6707,180,908,2019-10-21,2020-10-20,1,180,4,2000
181,Ube-B5/C-181/E-312-0964,181,312,2013-10-26,2014-10-26,1,181,5,1200
182,Ube-B6/C-182/E-871-5934,182,871,2019-08-15,2020-08-14,1,182,6,800
183,Ube-B7/C-183/E-930-1455,183,930,2015-05-25,2016-05-24,3,183,7,1400
184,Ube-B8/C-184/E-797-1132,184,797,2019-11-29,2020-11-28,1,184,8,1300
185,Ube-B9/C-185/E-132-4590,185,132,2019-12-21,2020-12-20,2,185,9,1700
186,Ube-B10/C-186/E-76-9575,186,76,2012-10-18,2013-10-18,2,186,10,2300
187,Ube-B11/C-187/E-948-1374,187,948,2018-10-01,2019-10-01,2,187,11,1900
188,Ube-B12/C-188/E-485-9164,188,485,2019-08-16,2020-08-15,3,188,12,1000
189,Ube-B13/C-189/E-234-2656,189,234,2018-09-06,2019-09-06,3,189,13,700
190,Ube-B14/C-190/E-420-1873,190,420,2019-12-12,2020-12-11,3,190,14,2200
191,Ube-B15/C-191/E-995-1274,191,995,2019-12-26,2020-12-25,3,191,15,400
192,Ube-B0/C-192/E-740-8594,192,740,2013-02-27,2014-02-27,2,192,0,300
193,Ube-B1/C-193/E-60-5941,193,60,2018-01-05,2019-01-05,1,193,1,1400
194,Ube-B2/C-194/E-95-8090,194,95,2015-03-28,2016-03-27,2,194,2,1600
195,Ube-B3/C-195/E-929-2138,195,929,2010-08-29,2011-08-29,3,195,3,2200
196,Ube-B4/C-196/E-819-2002,196,819,2017-09-12,2018-09-12,2,196,4,2000
197,Ube-B5/C-197/E-100-1008,197,100,2019-09-02,2020-09-01,1,197,5,300
198,Ube-B6/C-198/E-417-5113,198,417,2013-08-07,2014-08-07,3,198,6,2100
199,Ube-B7/C-199/E-336-3821,199,336,2018-09-13,2019-09-13,0,199,7,2500
200,Ube-B8/C-200/E-494-6368,200,494,2019-06-28,2020-06-27,0,200,8,1900
201,Ube-B9/C-201/E-36-1125,201,36,2019-07-04,2020-07-03,3,201,9,1800
202,Ube-B10/C-202/E-382-7812,202,382,2019-01-03,2020-01-03,2,202,10,1600
203,Ube-B11/C-203/E-467-9159,203,467,2016-11-27,2017-11-27,0,203,11,1500
204,Ube-B12/C-204/E-549-3861,204,549,2018-02-12,2019-02-12,2,204,12,1400
205,Ube-B13/C-205/E-625-1551,205,625,2018-10-04,2019-10-04,1,205,13,1100
206,Ube-B14/C-206/E-972-1631,206,972,2018-02-02,2019-02-02,0,206,14,400
207,Ube-B15/C-207/E-531-3862,207,531,2019-02-13,2020-02-13,0,207,15,2200
208,Ube-B0/C-208/E-866-5321,208,866,2014-08-18,2015-08-18,3,208,0,2500
209,Ube-B1/C-209/E-431-4227,209,431,2019-08-14,2020-08-13,1,209,1,400
210,Ube-B2/C-210/E-901-1323,210,901,2013-10-12,2014-10-12,0,210,2,1700
211,Ube-B3/C-211/E-672-5192,211,672,2015-07-03,2016-07-02,0,211,3,1400
212,Ube-B4/C-212/E-529-9863,212,529,2017-07-23,2018-07-23,3,212,4,700
213,Ube-B5/C-213/E-475-7622,213,475,2015-11-23,2016-11-22,3,213,5,1400
214,Ube-B6/C-214/E-547-6601,214,547,2018-04-27,2019-04-27,0,214,6,2400
215,Ube-B7/C-215/E-980-6819,215,980,2019-12-17,2020-12-16,0,215,7,1300
216,Ube-B8/C-216/E-930-5332,216,930,2018-01-28,2019-01-28,2,216,8,1200
217,Ube-B9/C-217/E-442-9723,217,442,2019-01-04,2020-01-04,2,217,9,500
218,Ube-B10/C-218/E-948-2120,218,948,2018-09-11,2019-09-11,1,218,10,1800
219,Ube-B11/C-219/E-831-6693,219,831,2019-11-07,2020-11-06,3,219,11,1500
220,Ube-B12/C-220/E-186-7820,220,186,2019-06-20,2020-06-19,3,220,12,800
221,Ube-B13/C-221/E-261-9246,221,261,2019-07-20,2020-07-19,0,221,13,1800
222,Ube-B14/C-222/E-403-4198,222,403,2017-06-18,2018-06-18,3,222,14,2000
223,Ube-B15/C-223/E-662-0139,223,662,2019-06-29,2020-06-28,3,223,15,1600
224,Ube-B0/C-224/E-315-4524,224,315,2019-06-28,2020-06-27,3,224,0,500
225,Ube-B1/C-225/E-47-7631,225,47,2019-02-05,2020-02-05,2,225,1,600
226,Ube-B2/C-226/E-307-7076,226,307,2017-03-13,2018-03-13,1,226,2,1500
227,Ube-B3/C-227/E-130-8546,227,130,2017-11-01,2018-11-01,1,227,3,2400
228,Ube-B4/C-228/E-317-9737,228,317,2013-04-20,2014-04-20,2,228,4,2000
229,Ube-B5/C-229/E-452-9904,229,452,2013-01-28,2014-01-28,3,229,5,2200
230,Ube-B6/C-230/E-461-1027,230,461,2013-03-10,2014-03-10,2,230,6,1700
231,Ube-B7/C-231/E-713-4139,231,713,2014-11-23,2015-11-23,2,231,7,1900
232,Ube-B8/C-232/E-742-7770,232,742,2015-11-10,2016-11-09,3,232,8,1900
233,Ube-B9/C-233/E-199-3228,233,199,2017-04-11,2018-04-11,0,233,9,1000
234,Ube-B10/C-234/E-380-3006,234,380,2014-01-02,2015-01-02,0,234,10,2100
235,Ube-B11/C-235/E-327-5999,235,327,2019-05-17,2020-05-16,3,235,11,1500
236,Ube-B12/C-236/E-242-2167,236,242,2014-10-21,2015-10-21,1,236,12,1600
237,Ube-B13/C-237/E-430-3996,237,430,2019-08-21,2020-08-20,0,237,13,400
238,Ube-B14/C-238/E-149-7825,238,149,2019-12-31,2020-12-30,1,238,14,1100
239,Ube-B15/C-239/E-347-2437,239,347,2012-05-19,2013-05-19,0,239,15,500
240,Ube-B0/C-240/E-215-8139,240,215,2014-05-02,2015-05-02,2,240,0,300
241,Ube-B1/C-241/E-714-7726,241,714,2019-01-27,2020-01-27,2,241,1,500
242,Ube-B2/C-242/E-875-9558,242,875,2011-03-25,2012-03-24,3,242,2,1800
243,Ube-B3/C-243/E-475-3477,243,475,2011-10-12,2012-10-11,3,243,3,1800
244,Ube-B4/C-244/E-512-6782,244,512,2017-11-16,2018-11-16,3,244,4,1500
245,Ube-B5/C-245/E-62-9294,245,62,2013-03-07,2014-03-07,3,245,5,1400
246,Ube-B6/C-246/E-650-1627,246,650,2019-11-25,2020-11-24,1,246,6,300
247,Ube-B7/C-247/E-811-9384,247,811,2018-01-05,2019-01-05,2,247,7,1400
248,Ube-B8/C-248/E-420-0182,248,420,2019-12-19,2020-12-18,3,248,8,800
249,Ube-B9/C-249/E-67-8569,249,67,2016-06-20,2017-06-20,0,249,9,1100
250,Ube-B10/C-250/E-756-7575,250,756,2017-08-23,2018-08-23,3,250,10,700
251,Ube-B11/C-251/E-819-9203,251,819,2018-05-31,2019-05-31,0,251,11,1300
252,Ube-B12/C-252/E-859-1937,252,859,2016-10-28,2017-10-28,2,252,12,2200
253,Ube-B13/C-253/E-818-7034,253,818,2019-08-06,2020-08-05,1,253,13,2200
254,Ube-B14/C-254/E-754-5863,254,754,2018-01-20,2019-01-20,3,254,14,700
255,Ube-B15/C-255/E-874-7532,255,874,2012-08-10,2013-08-10,0,255,15,900
256,Ube-B0/C-256/E-994-3448,256,994,2016-05-20,2017-05-20,0,256,0,1700
257,Ube-B1/C-257/E-944-6892,257,944,2019-01-29,2020-01-29,2,257,1,1100
258,Ube-B2/C-258/E-196-6106,258,196,2011-10-16,2012-10-15,2,258,2,600
259,Ube-B3/C-259/E-826-0582,259,826,2018-06-17,2019-06-17,2,259,3,2400
260,Ube-B4/C-260/E-190-5375,260,190,2018-12-20,2019-12-20,1,260,4,1100
261,Ube-B5/C-261/E-719-7024,261,719,2017-02-05,2018-02-05,3,261,5,1400
262,Ube-B6/C-262/E-757-0668,262,757,2014-04-15,2015-04-15,1,262,6,1200
263,Ube-B7/C-263/E-569-9990,263,569,2017-03-22,2018-03-22,0,263,7,500
264,Ube-B8/C-264/E-515-0267,264,515,2018-11-16,2019-11-16,0,264,8,2000
265,Ube-B9/C-265/E-871-8525,265,871,2019-07-28,2020-07-27,0,265,9,900
266,Ube-B10/C-266/E-264-1699,266,264,2019-09-27,2020-09-26,1,266,10,300
267,Ube-B11/C-267/E-811-9364,267,811,2019-03-04,2020-03-03,3,267,11,2000
268,Ube-B12/C-268/E-47-1748,268,47,2018-07-26,2019-07-26,2,268,12,400
269,Ube-B13/C-269/E-992-3967,269,992,2019-12-03,2020-12-02,2,269,13,2500
270,Ube-B14/C-270/E-809-4201,270,809,2019-01-17,2020-01-17,1,270,14,2200
271,Ube-B15/C-271/E-854-3217,271,854,2015-08-12,2016-08-11,1,271,15,1700
272,Ube-B0/C-272/E-529-3049,272,529,2017-12-27,2018-12-27,1,272,0,900
273,Ube-B1/C-273/E-61-4479,273,61,2017-10-28,2018-10-28,3,273,1,1200
274,Ube-B2/C-274/E-773-7623,274,773,2019-07-22,2020-07-21,1,274,2,2100
275,Ube-B3/C-275/E-564-8063,275,564,2016-07-21,2017-07-21,1,275,3,700
276,Ube-B4/C-276/E-313-9321,276,313,2018-10-08,2019-10-08,2,276,4,500
277,Ube-B5/C-277/E-328-9216,277,328,2018-11-11,2019-11-11,1,277,5,2000
278,Ube-B6/C-278/E-166-6118,278,166,2019-08-15,2020-08-14,3,278,6,2400
279,Ube-B7/C-279/E-78-7835,279,78,2019-11-14,2020-11-13,3,279,7,1100
280,Ube-B8/C-280/E-538-7560,280,538,2013-02-17,2014-02-17,3,280,8,2500
281,Ube-B9/C-281/E-563-4524,281,563,2018-09-10,2019-09-10,3,281,9,1000
282,Ube-B10/C-282/E-118-2257,282,118,2017-03-25,2018-03-25,1,282,10,2000
283,Ube-B11/C-283/E-329-9247,283,329,2019-11-04,2020-11-03,2,283,11,800
284,Ube-B12/C-284/E-233-4200,284,233,2016-07-03,2017-07-03,2,284,12,1700
285,Ube-B13/C-285/E-520-9954,285,520,2018-06-02,2019-06-02,0,285,13,600
286,Ube-B14/C-286/E-967-9090,286,967,2019-03-01,2020-02-29,1,286,14,2300
287,Ube-B15/C-287/E-547-0502,287,547,2017-08-15,2018-08-15,3,287,15,900
288,Ube-B0/C-288/E-761-8627,288,761,2018-02-17,2019-02-17,2,288,0,1700
289,Ube-B1/C-289/E-906-5735,289,906,2019-10-19,2020-10-18,1,289,1,1200
290,Ube-B2/C-290/E-798-4132,290,798,2018-09-24,2019-09-24,3,290,2,1000
291,Ube-B3/C-291/E-927-2741,291,927,2010-12-29,2011-12-29,2,291,3,2300
292,Ube-B4/C-292/E-942-0249,292,942,2017-07-25,2018-07-25,3,292,4,1200
293,Ube-B5/C-293/E-57-4217,293,57,2019-09-07,2020-09-06,3,293,5,1600
294,Ube-B6/C-294/E-947-2030,294,947,2016-12-19,2017-12-19,3,294,6,2400
295,Ube-B7/C-295/E-883-4457,295,883,2019-01-11,2020-01-11,2,295,7,900
296,Ube-B8/C-296/E-126-3878,296,126,2014-04-05,2015-04-05,2,296,8,1700
